Budget FY,Fiscal Period,Fiscal Period Name,Function,Spec Dept,Dept #,Dept,Amount
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Education,Education,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Administration and Regulation,Commerce,,,
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,6
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,60
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,17.39
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,199.6
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,7
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,5
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,9.99
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,84.25
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,327.58
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,74.96
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,1
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,79.16
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,4
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,16.02
2012,7,January,Economic Development,Economic Development Authority,269,Economic Development Authority,4
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Human Services,Public Health,,,
2012,7,January,Transportation,Transportation,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,25
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,282.14
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,234.41
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,4
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,8.26
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,13,July (H/O),Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Education,Education,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Education,Education,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Administration and Regulation,Inspections & Appeals,,,
2012,7,January,Agriculture and Natural Resources,Agriculture and Land Stewardship,9,Agriculture and Land Stewardship,20
2012,7,January,Administration and Regulation,Executive Council,654,Executive Council,33
2012,7,January,Justice System,Public Safety,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Administration and Regulation,Human Rights,,,
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,5
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,5
2012,7,January,Judicial Branch,Judicial Branch,444,Judicial Branch,132
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Capital,Transportation Capitals,646,Transportation Capital,673.9
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Human Services,Human Services,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Justice System,Public Defense,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Agriculture and Natural Resources,Natural Resources,,,
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-508.51
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-179
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,437.06
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,61.27
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0.41
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-757.6
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,10.38
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,23.96
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-834.6
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,426.9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,50.28
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.65
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-2.97
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-926.35
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,315
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.32
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-111.77
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-5.93
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-62.41
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-362.08
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-3
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-19.92
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-728.75
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-400
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-597.5
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-18.4
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-288
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-107.94
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-305
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-110
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,102.08
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.02
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-7.45
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-161.21
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-0.29
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,333.26
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,71.65
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,6.26
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,14.84
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-22.55
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-129.03
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-29.9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-164.87
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-966.7
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-3
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,4.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-575.94
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-3.13
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-598
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-620
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-8.9
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-177.86
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-704.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-900
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-116.52
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-2
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,15.79
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-181.06
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,838
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-418.67
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-928.73
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Capital,Transportation Capitals,646,Transportation Capital,65
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-12
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-885.15
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-192.23
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-64.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-118.82
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,0
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-925
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-60.5
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-2.97
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-225
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-830
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1.07
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-494.03
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-33.44
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-225
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-273.28
2012,7,January,Economic Development,Iowa Workforce Development,309,Iowa Workforce Development,-1
