id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12470877,67493763,Manhattan,East Village,Private room,82,1,4,31-07-2017,0.16,1,0
12471447,36966894,Manhattan,Upper West Side,Entire home/apt,200,3,5,29-05-2016,0.13,1,0
12477280,283395,Manhattan,Murray Hill,Private room,159,1,17,10-12-2017,0.44,2,155
12482870,4620141,Manhattan,Washington Heights,Private room,38,5,11,22-08-2017,0.31,2,0
12485134,5206786,Manhattan,East Village,Entire home/apt,155,5,12,26-04-2019,0.31,1,2
12485862,33936693,Brooklyn,Williamsburg,Entire home/apt,184,4,79,18-06-2019,2.21,1,222
12487909,66574216,Queens,Flushing,Private room,65,1,122,24-06-2019,3.16,1,86
12492594,9361557,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,70,22-07-2018,1.79,2,0
12492941,67640934,Brooklyn,Bedford-Stuyvesant,Private room,60,2,34,27-09-2017,0.88,1,0
12493228,816008,Manhattan,Hell's Kitchen,Private room,100,5,8,31-07-2017,0.21,1,0
12493291,6119244,Queens,Jackson Heights,Private room,60,2,26,31-03-2019,0.78,1,307
12494870,12140588,Brooklyn,Greenpoint,Private room,50,3,2,02-01-2017,0.06,1,0
12495562,2821521,Manhattan,Greenwich Village,Entire home/apt,225,3,60,23-06-2019,1.54,1,18
12495831,22527211,Manhattan,Midtown,Entire home/apt,190,29,53,30-04-2019,1.4,1,165
12495887,2104160,Brooklyn,Greenpoint,Entire home/apt,119,4,4,09-05-2017,0.1,1,0
12496037,23870466,Manhattan,Upper West Side,Entire home/apt,650,30,3,15-10-2018,0.09,1,137
12496118,11305944,Bronx,Allerton,Entire home/apt,104,2,33,12-06-2019,0.85,5,86
12497438,67674810,Manhattan,Chinatown,Entire home/apt,175,30,4,24-06-2018,0.11,1,0
12497783,67677095,Manhattan,Upper West Side,Private room,40,3,1,16-07-2016,0.03,1,0
12502633,379619,Brooklyn,Gowanus,Entire home/apt,100,1,378,07-07-2019,9.67,1,48
12508552,7475578,Manhattan,Little Italy,Private room,85,5,26,06-05-2019,0.67,2,160
12509350,31376006,Brooklyn,Greenpoint,Private room,60,1,2,08-05-2016,0.05,1,0
12511986,3905432,Manhattan,Harlem,Private room,90,6,8,25-12-2018,0.22,2,296
12513217,67768251,Manhattan,Upper West Side,Private room,53,30,4,17-03-2019,0.17,3,185
12519042,67803853,Brooklyn,Bedford-Stuyvesant,Private room,50,3,26,14-10-2018,0.68,1,0
12519645,56623911,Manhattan,East Harlem,Private room,45,1,3,20-05-2016,0.08,1,0
12519757,3207402,Manhattan,Upper West Side,Private room,110,4,7,30-12-2017,0.23,1,125
12522024,10665495,Manhattan,East Village,Entire home/apt,199,4,3,29-05-2017,0.08,1,0
12523287,5069809,Queens,Forest Hills,Private room,65,2,29,10-06-2019,0.77,1,333
12532453,18004909,Brooklyn,Williamsburg,Private room,95,2,1,01-05-2016,0.03,1,9
12535946,16098958,Manhattan,Upper West Side,Entire home/apt,200,30,1,27-11-2018,0.13,96,337
12536976,55457305,Manhattan,West Village,Entire home/apt,274,6,37,23-06-2019,0.94,1,339
12537157,3441272,Brooklyn,Bushwick,Private room,50,2,93,18-06-2019,2.39,5,202
12537221,67884746,Brooklyn,Prospect Heights,Private room,105,2,172,24-06-2019,4.5,1,83
12539359,60946174,Manhattan,Upper East Side,Private room,350,1,9,08-10-2016,0.23,1,90
12542485,17770287,Manhattan,Murray Hill,Entire home/apt,180,30,5,09-03-2019,0.14,14,210
12542544,64837317,Manhattan,Hell's Kitchen,Entire home/apt,225,4,128,07-07-2019,3.39,1,218
12542909,67758079,Queens,Sunnyside,Entire home/apt,100,1,1,10-05-2016,0.03,1,0
12545436,43128266,Manhattan,Washington Heights,Private room,55,1,5,01-04-2018,0.13,3,332
12546799,3089851,Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,7,4,07-04-2018,0.12,1,0
12547357,12335685,Brooklyn,Crown Heights,Private room,67,1,1,17-05-2016,0.03,1,0
12547481,43436738,Manhattan,Midtown,Entire home/apt,150,2,1,25-06-2016,0.03,1,0
12549290,68013836,Manhattan,Financial District,Private room,35,3,3,26-08-2016,0.09,1,0
12553612,24225572,Brooklyn,Williamsburg,Private room,90,2,15,16-06-2019,1.05,1,6
12554945,20586090,Manhattan,Harlem,Private room,53,5,8,05-01-2017,0.23,1,0
12558307,26521212,Manhattan,Midtown,Entire home/apt,299,2,5,05-05-2019,0.15,3,0
12558745,50600973,Brooklyn,Bushwick,Private room,41,1,72,09-06-2018,1.88,7,0
12559933,68082818,Brooklyn,Bedford-Stuyvesant,Private room,50,2,1,01-06-2016,0.03,1,0
12560110,20907226,Queens,Ridgewood,Entire home/apt,70,1,5,07-08-2017,0.21,1,0
12560942,47577639,Manhattan,Chelsea,Entire home/apt,185,4,49,26-06-2019,1.31,2,279
12561615,68094755,Manhattan,Midtown,Private room,98,3,98,03-07-2019,2.66,1,278
12561681,68094795,Manhattan,Upper East Side,Entire home/apt,399,4,55,17-06-2019,1.47,2,237
12561755,2898343,Manhattan,Upper West Side,Entire home/apt,170,4,12,26-12-2017,0.31,1,0
12563738,10312167,Manhattan,Harlem,Entire home/apt,376,28,53,03-03-2019,1.4,2,310
12564287,11761831,Bronx,Wakefield,Entire home/apt,99,3,68,30-04-2019,1.78,1,2
12566957,26813492,Brooklyn,Bedford-Stuyvesant,Entire home/apt,91,5,3,15-09-2017,0.12,1,0
12567868,68138404,Manhattan,East Village,Private room,60,3,50,23-06-2019,1.31,1,240
12568401,57786447,Manhattan,West Village,Entire home/apt,250,2,1,18-05-2016,0.03,1,0
12568741,68145886,Manhattan,Greenwich Village,Entire home/apt,209,2,75,02-06-2019,1.93,1,8
12582348,34546087,Queens,Astoria,Private room,48,2,11,25-11-2017,0.29,1,0
12583907,68250800,Manhattan,East Harlem,Private room,60,1,137,30-06-2019,3.55,2,98
12584072,68252461,Staten Island,Clifton,Entire home/apt,165,1,108,20-06-2019,2.78,1,298
12585015,18901504,Manhattan,Midtown,Entire home/apt,218,5,69,30-06-2019,1.81,2,152
12587017,62850707,Manhattan,Upper West Side,Entire home/apt,200,2,154,31-05-2019,4.02,1,51
12587102,1623346,Brooklyn,Williamsburg,Private room,53,2,2,21-05-2018,0.14,1,0
12587698,26225727,Brooklyn,Bushwick,Private room,65,3,76,25-06-2019,1.98,1,23
12590077,43438475,Brooklyn,South Slope,Entire home/apt,280,3,30,10-06-2019,0.79,3,125
12590964,1520629,Brooklyn,Clinton Hill,Private room,60,1,67,22-06-2019,1.85,1,310
12591059,68240110,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,800,1,4,22-05-2016,0.1,1,357
12592427,68309691,Queens,Flushing,Entire home/apt,99,1,229,24-06-2019,5.97,1,7
12593389,10737943,Manhattan,Upper West Side,Entire home/apt,120,30,18,30-09-2018,0.47,10,189
12594614,17603414,Manhattan,Harlem,Private room,70,4,27,01-07-2019,0.75,2,156
12598128,5162192,Manhattan,Upper West Side,Entire home/apt,235,30,4,22-12-2018,0.1,12,209
12598446,5162192,Manhattan,Upper West Side,Entire home/apt,275,30,4,09-01-2019,0.15,12,199
12600198,10577784,Queens,Astoria,Private room,86,4,28,03-01-2019,0.74,2,242
12600583,13406954,Manhattan,Upper East Side,Shared room,49,1,3,19-05-2016,0.08,3,0
12600938,9848712,Manhattan,East Harlem,Private room,85,3,86,16-06-2019,2.28,2,240
12601401,5059784,Queens,Astoria,Entire home/apt,125,1,10,11-07-2016,0.26,1,0
12601807,9848712,Manhattan,East Harlem,Private room,85,3,89,05-06-2019,2.37,2,228
12601900,16702803,Brooklyn,Crown Heights,Entire home/apt,70,2,2,04-06-2016,0.05,1,0
12602212,67208195,Brooklyn,Bedford-Stuyvesant,Private room,60,2,71,30-06-2019,1.84,2,363
12602408,57059509,Brooklyn,Bedford-Stuyvesant,Private room,50,20,19,31-08-2018,0.56,1,2
12604187,18901504,Manhattan,Midtown,Entire home/apt,218,5,81,29-06-2019,2.1,2,185
12606349,9293730,Manhattan,East Harlem,Entire home/apt,135,30,13,24-01-2019,0.37,16,330
12606676,13822373,Brooklyn,Prospect-Lefferts Gardens,Private room,120,2,2,01-01-2017,0.06,1,0
12609695,66734502,Queens,Astoria,Private room,55,3,3,24-08-2016,0.08,2,0
12611122,6444711,Brooklyn,Fort Greene,Entire home/apt,150,2,7,15-05-2017,0.19,1,0
12619450,1539941,Brooklyn,Kensington,Entire home/apt,75,2,10,27-05-2019,0.26,1,362
12622115,49262827,Manhattan,Hell's Kitchen,Entire home/apt,115,2,150,24-06-2019,4.06,1,1
12622845,14498263,Queens,Sunnyside,Private room,60,2,105,30-06-2019,2.72,1,101
12623332,11732822,Brooklyn,Park Slope,Entire home/apt,160,4,33,15-06-2019,0.87,1,1
12624890,657869,Manhattan,Harlem,Shared room,39,4,47,09-06-2019,1.22,2,131
12625113,4057761,Manhattan,Harlem,Private room,45,3,49,21-06-2019,1.26,1,0
12625717,1166833,Brooklyn,Flatbush,Private room,45,3,5,29-07-2017,0.19,1,0
12626663,2480467,Manhattan,Harlem,Entire home/apt,125,7,1,07-01-2017,0.03,1,0
12628500,67261284,Queens,Jackson Heights,Private room,67,1,204,16-12-2018,5.27,2,0
12630337,516563,Manhattan,Lower East Side,Entire home/apt,110,6,5,03-01-2019,0.13,1,12
12630697,227369,Brooklyn,Bedford-Stuyvesant,Entire home/apt,177,4,82,26-01-2019,2.22,1,73
12642845,228858,Brooklyn,South Slope,Entire home/apt,150,3,73,04-07-2019,1.89,2,259
12643924,1216362,Brooklyn,Prospect-Lefferts Gardens,Private room,41,1,43,07-05-2019,1.19,4,188
12644989,9997184,Manhattan,Upper West Side,Entire home/apt,185,2,10,01-09-2016,0.26,1,0
12645495,60077920,Queens,East Elmhurst,Entire home/apt,175,2,74,24-06-2019,2.42,1,141
12645769,68684053,Manhattan,Harlem,Private room,40,1,1,14-05-2016,0.03,1,0
12648471,52577563,Brooklyn,Sunset Park,Entire home/apt,135,4,9,07-10-2017,0.23,3,365
12649685,6389984,Brooklyn,Greenpoint,Entire home/apt,195,2,34,09-06-2017,0.97,1,0
12650991,709939,Brooklyn,Bedford-Stuyvesant,Private room,50,30,4,19-04-2017,0.11,1,0
12651245,68719139,Brooklyn,Bedford-Stuyvesant,Private room,40,4,4,24-10-2016,0.11,1,0
12652765,68729762,Manhattan,Midtown,Entire home/apt,150,1,2,14-05-2016,0.05,1,0
12652786,3629866,Brooklyn,Bedford-Stuyvesant,Private room,75,3,5,15-07-2016,0.13,1,301
12652939,24944767,Brooklyn,Bushwick,Private room,65,1,3,19-05-2016,0.08,1,0
12652964,13996246,Brooklyn,Bedford-Stuyvesant,Private room,250,60,2,08-06-2016,0.05,1,0
12653674,68735532,Manhattan,Harlem,Entire home/apt,136,1,30,28-12-2016,0.82,1,0
12655465,3635907,Manhattan,Nolita,Entire home/apt,180,2,166,26-06-2019,4.44,1,213
12655523,46228833,Brooklyn,Bushwick,Private room,55,2,4,26-09-2016,0.11,1,0
12656371,2686052,Brooklyn,Williamsburg,Entire home/apt,225,2,39,12-05-2019,1.25,1,0
12656785,19912320,Brooklyn,Williamsburg,Private room,99,5,6,09-09-2017,0.17,2,0
12657039,62058232,Brooklyn,Williamsburg,Private room,90,5,3,25-08-2016,0.08,1,0
12657888,68769040,Manhattan,Upper West Side,Private room,980,20,1,02-07-2016,0.03,1,90
12658099,68771036,Manhattan,Chelsea,Private room,100,2,63,01-07-2019,1.88,1,33
12664893,657869,Manhattan,Harlem,Private room,73,4,69,08-06-2019,1.77,2,122
12665113,18753186,Brooklyn,Gowanus,Entire home/apt,380,6,9,19-08-2018,0.26,2,0
12666669,13406954,Manhattan,Upper East Side,Private room,99,1,2,23-05-2016,0.05,3,0
12669490,16623502,Brooklyn,East Flatbush,Entire home/apt,105,1,43,24-11-2018,1.17,1,13
12669603,39185689,Brooklyn,Prospect-Lefferts Gardens,Private room,35,3,12,02-07-2019,0.31,1,176
12670809,55121,Brooklyn,Williamsburg,Entire home/apt,200,5,10,03-01-2019,0.28,1,117
12670883,60981198,Brooklyn,Bedford-Stuyvesant,Private room,105,10,2,17-08-2018,0.11,3,31
12672036,1475015,Manhattan,Hell's Kitchen,Entire home/apt,87,30,2,30-05-2018,0.06,52,365
12674934,17016231,Manhattan,Hell's Kitchen,Private room,69,1,5,30-05-2016,0.13,1,0
12675052,54130816,Manhattan,Kips Bay,Entire home/apt,150,4,2,18-05-2016,0.05,1,0
12675481,68250800,Manhattan,East Harlem,Private room,75,1,20,20-02-2019,0.53,2,128
12679172,43733051,Manhattan,Harlem,Entire home/apt,100,2,27,20-01-2018,0.76,1,0
12679291,44530717,Manhattan,Hell's Kitchen,Entire home/apt,224,6,1,30-05-2016,0.03,1,0
12680171,68848703,Queens,Forest Hills,Private room,119,2,21,16-05-2019,0.57,2,363
12681206,68909853,Queens,Sunnyside,Private room,80,2,53,09-06-2019,1.37,1,364
12681868,68907781,Queens,Astoria,Private room,58,2,67,24-06-2019,1.76,3,20
12683452,14933972,Brooklyn,Bedford-Stuyvesant,Private room,128,2,3,11-10-2016,0.08,3,12
12684394,49902290,Manhattan,Harlem,Private room,115,1,2,06-12-2016,0.05,1,0
12685533,14933972,Brooklyn,Bedford-Stuyvesant,Private room,76,2,69,06-06-2019,1.81,3,11
12686241,30848788,Brooklyn,Bedford-Stuyvesant,Private room,45,4,41,17-05-2019,1.06,2,89
12687169,49024977,Brooklyn,Park Slope,Private room,80,1,2,05-06-2016,0.05,1,0
12693458,65884381,Brooklyn,Williamsburg,Private room,75,1,7,10-09-2016,0.19,1,0
12698900,8314626,Brooklyn,Williamsburg,Private room,89,1,148,22-06-2019,3.81,1,303
12700609,16098958,Manhattan,Upper West Side,Entire home/apt,197,30,2,31-07-2017,0.06,96,104
12703851,11109705,Brooklyn,Clinton Hill,Entire home/apt,180,7,10,07-05-2019,0.78,1,0
12705155,69063239,Brooklyn,Gowanus,Entire home/apt,125,1,3,23-05-2016,0.08,1,0
12705303,3836868,Manhattan,Upper East Side,Entire home/apt,170,3,2,19-09-2016,0.05,1,0
12705519,1372942,Manhattan,Washington Heights,Entire home/apt,180,30,6,24-06-2017,0.15,1,0
12708671,51501835,Manhattan,Hell's Kitchen,Entire home/apt,142,30,4,15-09-2018,0.13,31,307
12710376,66269338,Queens,Jackson Heights,Private room,60,1,14,20-05-2019,0.4,4,300
12710904,59215698,Manhattan,Upper East Side,Private room,98,2,8,22-09-2018,0.21,2,241
12711153,65809485,Queens,Flushing,Private room,40,14,107,03-06-2019,2.75,12,323
12711232,45941973,Manhattan,Harlem,Private room,59,1,3,06-11-2017,0.08,1,0
12711351,65809485,Queens,Flushing,Private room,40,7,102,29-04-2019,2.73,12,105
12713090,23919461,Manhattan,West Village,Entire home/apt,250,3,30,27-05-2019,0.77,2,18
12713289,25076118,Brooklyn,Sunset Park,Private room,80,3,4,18-09-2016,0.11,1,0
12713863,66269338,Queens,Jackson Heights,Private room,50,1,70,26-07-2018,1.82,4,345
12713950,69124785,Manhattan,Morningside Heights,Private room,50,7,2,13-08-2016,0.05,1,0
12713995,66269338,Queens,Jackson Heights,Private room,65,1,49,12-06-2019,1.31,4,329
12714891,69131589,Manhattan,Upper East Side,Entire home/apt,140,30,6,10-11-2016,0.16,1,0
12720048,68787921,Brooklyn,Bedford-Stuyvesant,Private room,47,3,32,12-05-2019,0.91,4,258
12723066,17770287,Manhattan,Midtown,Entire home/apt,184,30,9,17-05-2019,0.25,14,332
12725523,6472334,Brooklyn,Williamsburg,Entire home/apt,139,4,12,28-11-2016,0.31,2,0
12726907,4658415,Brooklyn,Williamsburg,Entire home/apt,57,1,5,29-07-2018,0.13,1,0
12728514,69210611,Manhattan,Harlem,Private room,50,1,1,31-05-2016,0.03,1,0
12730083,15089968,Queens,Richmond Hill,Entire home/apt,250,3,40,01-01-2019,1.04,2,189
12730434,19710054,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,5,08-08-2017,0.14,1,0
12730600,3673451,Brooklyn,Williamsburg,Private room,50,3,3,31-12-2018,0.21,2,0
12731689,1911171,Manhattan,Midtown,Entire home/apt,240,4,59,17-06-2019,1.56,1,37
12732671,69236458,Brooklyn,Flatlands,Private room,60,5,4,11-09-2018,0.12,1,346
12733430,10777637,Brooklyn,Williamsburg,Entire home/apt,160,1,9,26-09-2016,0.24,1,0
12733742,69243005,Manhattan,Harlem,Private room,45,3,1,14-06-2016,0.03,2,0
12735969,2711820,Brooklyn,Bedford-Stuyvesant,Private room,50,7,2,17-05-2016,0.05,1,0
12735986,69258420,Queens,Astoria,Entire home/apt,135,5,18,26-05-2019,0.47,1,363
12736761,50601037,Manhattan,Harlem,Entire home/apt,259,3,57,10-06-2019,1.51,1,175
12737335,69267322,Manhattan,Washington Heights,Private room,60,1,1,04-06-2016,0.03,1,0
12737660,69269694,Brooklyn,Williamsburg,Private room,70,3,3,23-08-2016,0.08,1,0
12737915,15019621,Brooklyn,Williamsburg,Private room,99,1,2,11-05-2016,0.05,1,0
12738346,69274944,Queens,Astoria,Entire home/apt,190,3,32,09-06-2019,0.85,1,53
12738473,69276225,Manhattan,Upper East Side,Entire home/apt,115,14,1,17-08-2016,0.03,1,0
12738790,18351258,Manhattan,East Village,Entire home/apt,250,2,29,13-05-2018,0.76,1,0
12740226,3038856,Brooklyn,Williamsburg,Private room,70,1,9,28-05-2018,0.24,3,0
12740726,11526146,Brooklyn,Williamsburg,Entire home/apt,225,3,19,02-12-2018,0.85,1,0
12744759,38557313,Brooklyn,Crown Heights,Private room,31,5,1,31-05-2016,0.03,1,0
12747434,68787921,Brooklyn,Bedford-Stuyvesant,Private room,40,2,39,15-04-2019,1.02,4,236
12747935,68787921,Brooklyn,Bedford-Stuyvesant,Private room,37,3,40,10-05-2019,1.06,4,212
12749145,2838615,Brooklyn,Williamsburg,Entire home/apt,239,3,5,02-01-2018,0.13,1,0
12749156,69189948,Manhattan,Washington Heights,Private room,75,2,167,07-07-2019,4.6,3,310
12751037,69355658,Manhattan,Gramercy,Private room,90,3,23,23-06-2019,0.6,1,0
12751471,4497670,Manhattan,Inwood,Private room,46,7,1,07-08-2016,0.03,1,0
12753434,4549084,Manhattan,Hell's Kitchen,Entire home/apt,175,3,59,28-06-2019,1.63,1,14
12755138,16098958,Manhattan,Financial District,Entire home/apt,155,30,1,13-08-2016,0.03,96,335
12755571,69384130,Manhattan,Midtown,Entire home/apt,143,1,1,13-05-2016,0.03,1,0
12758216,68388626,Manhattan,Upper West Side,Entire home/apt,120,2,4,22-08-2016,0.11,1,0
12759453,48671504,Queens,Cambria Heights,Entire home/apt,79,2,90,24-06-2019,2.35,1,331
12760088,52630170,Manhattan,Harlem,Private room,50,3,2,23-05-2016,0.05,1,0
12761910,69427329,Queens,Elmhurst,Private room,289,2,115,27-06-2019,2.99,6,280
12762497,11811612,Brooklyn,Flatbush,Entire home/apt,62,15,7,06-09-2018,0.19,1,0
12763008,69433039,Queens,Sunnyside,Private room,85,10,27,27-05-2019,0.71,1,125
12763721,69435907,Brooklyn,East Flatbush,Private room,50,2,149,07-07-2019,3.86,1,92
12764005,7465850,Brooklyn,Bushwick,Entire home/apt,120,4,43,24-06-2019,1.15,1,243
12764378,69255438,Brooklyn,Crown Heights,Entire home/apt,180,1,1,23-05-2016,0.03,1,0
12764482,69446151,Manhattan,Hell's Kitchen,Entire home/apt,90,5,1,28-03-2018,0.06,1,0
12772942,4979093,Brooklyn,Williamsburg,Private room,90,3,1,02-01-2018,0.05,1,0
12772993,37521233,Manhattan,Chelsea,Private room,55,2,5,26-11-2016,0.13,1,0
12774144,65621401,Queens,Ditmars Steinway,Private room,49,1,7,07-06-2019,0.18,1,341
12774249,20892338,Manhattan,Harlem,Entire home/apt,105,2,3,30-05-2016,0.08,1,0
12774885,69507287,Bronx,Wakefield,Private room,40,1,151,01-07-2019,4.01,1,338
12775106,1722054,Queens,Long Island City,Entire home/apt,120,5,1,19-06-2016,0.03,1,0
12776694,50533072,Manhattan,East Village,Private room,90,1,3,27-07-2016,0.08,1,0
12778383,6513527,Brooklyn,Williamsburg,Entire home/apt,110,6,4,08-05-2018,0.15,1,0
12778678,45595980,Manhattan,Midtown,Entire home/apt,140,30,5,23-12-2018,0.15,12,290
12780475,48154615,Queens,Astoria,Entire home/apt,125,3,21,25-06-2019,0.58,1,345
12780595,69545387,Manhattan,Midtown,Entire home/apt,95,14,3,26-08-2018,0.13,1,159
12781270,69548489,Bronx,Pelham Gardens,Entire home/apt,75,2,92,06-07-2019,2.45,1,265
12782370,280830,Manhattan,Hell's Kitchen,Entire home/apt,244,2,176,01-07-2019,4.57,1,282
12783632,57230304,Queens,Elmhurst,Private room,75,1,2,26-05-2019,0.92,3,351
12786165,69598657,Manhattan,Chelsea,Private room,75,2,115,23-06-2019,2.99,1,37
12788962,390251,Manhattan,Harlem,Private room,105,2,5,08-04-2019,0.36,4,15
12791778,17239096,Brooklyn,Williamsburg,Private room,100,2,6,19-02-2018,0.28,1,0
12792132,29859280,Manhattan,Gramercy,Entire home/apt,150,2,13,02-06-2019,0.34,1,26
12794520,69677082,Manhattan,Washington Heights,Private room,35,3,3,16-05-2016,0.08,1,0
12794791,11725608,Manhattan,Washington Heights,Private room,51,3,68,01-07-2019,1.78,2,313
12795006,64350843,Manhattan,Upper East Side,Private room,105,14,7,29-06-2019,0.19,1,29
12795109,59375053,Brooklyn,Williamsburg,Private room,80,2,2,29-05-2016,0.05,1,0
12795290,4929873,Manhattan,East Village,Private room,84,3,163,23-06-2019,4.22,1,294
12795851,21467726,Brooklyn,Williamsburg,Private room,70,1,10,14-04-2019,0.29,2,281
12796602,66978896,Brooklyn,Bushwick,Entire home/apt,70,3,26,05-07-2019,0.67,2,206
12797047,67311188,Manhattan,East Village,Entire home/apt,150,5,1,12-08-2017,0.04,1,0
12797920,69715276,Manhattan,Upper West Side,Private room,100,1,1,31-07-2016,0.03,2,0
12798141,3231109,Manhattan,Morningside Heights,Private room,85,3,9,03-07-2019,0.83,2,142
12804309,21221697,Brooklyn,Clinton Hill,Entire home/apt,225,3,95,22-06-2019,2.48,1,122
12804693,69782291,Manhattan,East Village,Private room,120,5,13,23-09-2017,0.34,1,0
12805625,5826163,Manhattan,Lower East Side,Private room,90,4,1,28-04-2019,0.42,1,90
12806016,69794747,Brooklyn,Flatbush,Entire home/apt,175,3,96,22-06-2019,2.5,1,209
12806177,66469868,Manhattan,Washington Heights,Private room,65,2,46,23-06-2019,1.2,1,72
12806356,8416362,Queens,Long Island City,Entire home/apt,260,21,17,16-12-2018,0.46,1,42
12806940,1672734,Brooklyn,Bedford-Stuyvesant,Entire home/apt,225,2,33,01-07-2019,0.85,1,1
12807447,42413378,Brooklyn,South Slope,Entire home/apt,135,3,148,21-06-2019,3.84,2,91
12810210,140226,Brooklyn,Williamsburg,Entire home/apt,195,3,23,23-06-2019,0.67,1,225
12810452,15867885,Manhattan,Two Bridges,Private room,99,2,3,26-06-2016,0.08,1,0
12811459,69852641,Manhattan,Hell's Kitchen,Entire home/apt,1000,2,24,30-05-2019,0.71,3,274
12812370,9631746,Manhattan,Hell's Kitchen,Entire home/apt,177,25,21,03-04-2019,0.65,1,10
12812544,16098958,Manhattan,Upper East Side,Entire home/apt,190,30,3,04-10-2017,0.08,96,330
12812577,69852641,Manhattan,Hell's Kitchen,Entire home/apt,1000,2,23,09-06-2019,0.7,3,240
12812618,25233652,Brooklyn,Williamsburg,Private room,80,2,6,01-01-2018,0.16,1,0
12812630,69866168,Queens,Jamaica,Private room,60,1,109,30-07-2017,2.84,1,98
12813050,30789837,Manhattan,Gramercy,Entire home/apt,195,5,1,13-05-2016,0.03,1,0
12813068,21091779,Brooklyn,Bedford-Stuyvesant,Private room,60,1,104,30-06-2019,2.68,3,293
12813206,7609268,Brooklyn,Sunset Park,Entire home/apt,99,3,25,30-06-2019,0.73,1,12
12814578,40332331,Brooklyn,Windsor Terrace,Entire home/apt,125,2,117,08-07-2019,3.08,2,262
12814685,69890625,Brooklyn,Clinton Hill,Private room,89,1,15,14-05-2019,0.43,1,179
12814717,69891208,Manhattan,Washington Heights,Private room,55,3,5,25-08-2017,0.14,1,0
12814991,34034047,Queens,Ditmars Steinway,Entire home/apt,130,3,17,07-07-2019,0.45,1,11
12814997,13007287,Brooklyn,Bedford-Stuyvesant,Private room,70,3,36,23-06-2017,0.95,1,0
12815139,33816358,Brooklyn,Prospect Heights,Entire home/apt,110,3,8,22-05-2017,0.23,1,0
12821417,69944410,Manhattan,East Village,Private room,100,7,1,04-05-2016,0.03,1,0
12825700,5346314,Manhattan,Chelsea,Entire home/apt,195,3,1,04-07-2016,0.03,1,0
12826965,69989416,Queens,Flushing,Private room,30,4,54,21-04-2019,1.39,1,64
12827146,18922352,Queens,Astoria,Entire home/apt,68,4,11,11-10-2017,0.31,1,0
12827921,13023370,Manhattan,Lower East Side,Private room,90,1,6,06-09-2016,0.16,1,0
12828338,7159107,Manhattan,Harlem,Entire home/apt,85,3,1,14-03-2018,0.06,1,0
12829063,28303435,Brooklyn,Prospect Heights,Entire home/apt,200,1,43,27-05-2019,1.13,1,232
12830905,70026602,Manhattan,East Village,Private room,150,2,18,16-03-2017,0.47,1,0
12831310,70030943,Manhattan,East Village,Private room,60,1,2,06-07-2016,0.05,1,0
12832062,1106731,Queens,Rockaway Beach,Entire home/apt,135,2,27,21-06-2019,0.72,2,0
12832227,70039705,Manhattan,Upper West Side,Private room,100,1,5,14-08-2016,0.13,1,0
12832371,22541573,Manhattan,Upper East Side,Entire home/apt,163,30,1,14-10-2017,0.05,87,350
12832899,22541573,Manhattan,Upper East Side,Entire home/apt,187,30,2,31-10-2017,0.09,87,287
12833187,22541573,Manhattan,Upper East Side,Entire home/apt,225,30,1,27-12-2017,0.05,87,365
12834317,3404004,Brooklyn,Brooklyn Heights,Entire home/apt,120,1,1,09-05-2016,0.03,1,0
12834386,1216362,Brooklyn,Flatbush,Private room,73,1,43,01-11-2018,1.37,4,188
12834748,10273704,Brooklyn,Fort Greene,Private room,100,3,148,22-06-2019,3.83,2,42
12835123,70065232,Brooklyn,Williamsburg,Entire home/apt,99,5,1,23-04-2018,0.07,1,0
12835664,70058270,Brooklyn,Crown Heights,Entire home/apt,300,3,39,24-07-2018,1.03,4,259
12836932,70082670,Manhattan,Morningside Heights,Entire home/apt,92,1,2,09-05-2016,0.05,1,0
12845862,7443904,Manhattan,Upper East Side,Private room,100,3,8,29-06-2017,0.21,1,0
12845943,51663418,Queens,Ditmars Steinway,Private room,40,14,1,10-08-2016,0.03,1,0
12846048,23144316,Brooklyn,Park Slope,Entire home/apt,170,13,4,20-08-2018,0.11,1,46
12846584,70164336,Brooklyn,Greenpoint,Entire home/apt,109,30,9,31-03-2017,0.26,1,0
12847429,61391963,Manhattan,Hell's Kitchen,Entire home/apt,150,30,6,31-05-2019,0.32,91,126
12847720,10737943,Manhattan,Upper West Side,Private room,50,30,3,02-12-2016,0.09,10,365
12847902,46938101,Bronx,Concourse,Private room,49,1,33,21-06-2019,0.87,1,348
12848383,70181422,Brooklyn,Windsor Terrace,Entire home/apt,265,2,8,02-01-2017,0.21,4,0
12850887,64062688,Brooklyn,East New York,Private room,44,3,4,11-09-2016,0.11,1,0
12850911,44351733,Manhattan,Tribeca,Private room,260,4,22,21-12-2018,0.58,1,3
12851015,61391963,Manhattan,Midtown,Entire home/apt,133,30,3,01-06-2019,0.1,91,342
12851100,3248699,Queens,Ditmars Steinway,Entire home/apt,80,7,15,20-05-2019,0.41,1,0
12851307,70208173,Brooklyn,Williamsburg,Private room,1000,35,6,02-06-2016,0.16,1,365
