ID,Name,Gender,Age,Height,Weight,Team,NOC,Year,Season,Games,City,Sport,Event,Medal
60751,Karl Oskar Kirmes,M,20,170,62,Finland,FIN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,NA
60751,Karl Oskar Kirmes,M,20,170,62,Finland,FIN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,NA
60751,Karl Oskar Kirmes,M,20,170,62,Finland,FIN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,NA
60751,Karl Oskar Kirmes,M,20,170,62,Finland,FIN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,NA
60751,Karl Oskar Kirmes,M,20,170,62,Finland,FIN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,NA
60751,Karl Oskar Kirmes,M,20,170,62,Finland,FIN,2016,Summer,2016 Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,NA
60761,Erika Kirpu,F,24,174,61,Estonia,EST,2016,Summer,2016 Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",NA
60761,Erika Kirpu,F,24,174,61,Estonia,EST,2016,Summer,2016 Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",NA
60762,Dmytro Kostiantynovych Kirpulianskiy,M,27,192,75,Ukraine,UKR,2012,Summer,2012 Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
60777,Magnus Kirt,M,26,192,90,Estonia,EST,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,NA
60779,Abel Kirui,M,30,177,62,Kenya,KEN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Marathon,Silver
60784,Eunice Jepkirui Kirwa,F,32,155,49,Bahrain,BRN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Silver
60790,Yoshihide Kiryu,M,20,175,68,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,NA
60790,Yoshihide Kiryu,M,20,175,68,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
60793,Gbor Kis,M,33,194,115,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
60794,Gerg Kis,M,24,184,81,Hungary,HUN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 400 metres Freestyle,NA
60794,Gerg Kis,M,24,184,81,Hungary,HUN,2012,Summer,2012 Summer,London,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
60794,Gerg Kis,M,24,184,81,Hungary,HUN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
60794,Gerg Kis,M,24,184,81,Hungary,HUN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
60794,Gerg Kis,M,28,184,81,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,NA
60794,Gerg Kis,M,28,184,81,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
60812,"Jennifer ""Jen"" Kish",F,28,172,73,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
60815,Ayano Kishi,F,19,154,48,Japan,JPN,2012,Summer,2012 Summer,London,Trampolining,Trampolining Women's Individual,NA
60818,Seiya Kishikawa,M,25,168,68,Japan,JPN,2012,Summer,2012 Summer,London,Table Tennis,Table Tennis Men's Singles,NA
60818,Seiya Kishikawa,M,25,168,68,Japan,JPN,2012,Summer,2012 Summer,London,Table Tennis,Table Tennis Men's Team,NA
60820,Takayuki Kishimoto,M,22,170,60,Japan,JPN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 400 metres Hurdles,NA
60823,Alphas Leken Kishoyian,M,17,167,59,Kenya,KEN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,NA
60823,Alphas Leken Kishoyian,M,21,167,59,Kenya,KEN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,NA
60826,Yuri Kisil,M,20,198,84,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,NA
60826,Yuri Kisil,M,20,198,84,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,NA
60826,Yuri Kisil,M,20,198,84,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
60826,Yuri Kisil,M,20,198,84,Canada,CAN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,NA
60831,Rachid Kisri,M,36,179,60,Morocco,MAR,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Marathon,NA
60831,Rachid Kisri,M,41,179,60,Morocco,MAR,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,NA
60834,Balzs Kiss,M,33,178,104,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",NA
60837,Dniel Kiss,M,30,196,95,Hungary,HUN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 110 metres Hurdles,NA
60844,"Gergely ""Gerg"" Kiss",M,34,198,112,Hungary,HUN,2012,Summer,2012 Summer,London,Water Polo,Water Polo Men's Water Polo,NA
60864,Szofi Kiss,F,17,172,52,Hungary,HUN,2012,Summer,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,NA
60874,Hanna Anna Kisteleki,F,21,172,63,Hungary,HUN,2012,Summer,2012 Summer,London,Water Polo,Water Polo Women's Water Polo,NA
60874,Hanna Anna Kisteleki,F,25,172,63,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,NA
60885,Felipe Eidji Kitadai,M,22,164,60,Brazil,BRA,2012,Summer,2012 Summer,London,Judo,Judo Men's Extra-Lightweight,Bronze
60885,Felipe Eidji Kitadai,M,27,164,60,Brazil,BRA,2016,Summer,2016 Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,NA
60887,Takamasa Kitagawa,M,19,177,67,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,NA
60891,Yuko Kitai,F,43,162,50,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
60891,Yuko Kitai,F,43,162,50,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
60892,Hisanori Kitajima,M,31,171,55,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,NA
60893,Kosuke Kitajima,M,29,178,73,Japan,JPN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 100 metres Breaststroke,NA
60893,Kosuke Kitajima,M,29,178,73,Japan,JPN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,NA
60893,Kosuke Kitajima,M,29,178,73,Japan,JPN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
60894,Ryuzo Kitajima,M,30,171,68,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
60897,Shinobu Kitamoto,F,35,163,61,Japan,JPN,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",NA
60897,Shinobu Kitamoto,F,35,163,61,Japan,JPN,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",NA
60917,"George Washington Kitchens, Jr.",M,29,178,73,United States,USA,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Long Jump,NA
60933,Patrik Alexander Kittel,M,36,186,79,Sweden,SWE,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
60933,Patrik Alexander Kittel,M,36,186,79,Sweden,SWE,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
60933,Patrik Alexander Kittel,M,40,186,79,Sweden,SWE,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",NA
60933,Patrik Alexander Kittel,M,40,186,79,Sweden,SWE,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",NA
60939,Timothy Kitum,M,17,172,60,Kenya,KEN,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 800 metres,Bronze
60959,Kaidi Kivioja,F,23,176,61,Estonia,EST,2016,Summer,2016 Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,NA
60962,Kaur Kivistik,M,25,192,76,Estonia,EST,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
60965,Hyvin Kiyeng Jepkemoi,F,24,162,42,Kenya,KEN,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver
60966,Yelena Nikolayevna Kiyevich,F,24,165,60,Belarus,BLR,2012,Summer,2012 Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,NA
60970,Hiroshi Kiyotake,M,22,172,NA,Japan,JPN,2012,Summer,2012 Summer,London,Football,Football Men's Football,NA
60971,Ryoko Kizaki,F,27,157,43,Japan,JPN,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Marathon,NA
60987,Sren Kjeldsen,M,41,170,65,Denmark,DEN,2016,Summer,2016 Summer,Rio de Janeiro,Golf,Golf Men's Individual,NA
60989,Anna Elisabeth Kjellberg (-stling),F,28,172,62,Sweden,SWE,2012,Summer,2012 Summer,London,Sailing,Sailing Women's Three Person Keelboat,NA
61007,Line Kjrsfeldt,F,22,175,65,Denmark,DEN,2016,Summer,2016 Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,NA
61014,Kathrin Klaas,F,28,168,72,Germany,GER,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Hammer Throw,NA
61014,Kathrin Klaas,F,32,168,72,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,NA
61018,Jozef Franciscus Hendrikus Klaassen,M,29,199,96,Netherlands,NED,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Coxed Eights,NA
61031,Pim-On Klaisuban,F,24,167,75,Thailand,THA,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",NA
61031,Pim-On Klaisuban,F,24,167,75,Thailand,THA,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,"Shooting Women's Sporting Pistol, 25 metres",NA
61032,Paula Klamburg Roque,F,22,171,NA,Spain,ESP,2012,Summer,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
61034,Rachel Shamiso Klamer,F,21,166,51,Netherlands,NED,2012,Summer,2012 Summer,London,Triathlon,Triathlon Women's Olympic Distance,NA
61034,Rachel Shamiso Klamer,F,25,166,51,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,NA
61040,Maty Klang,M,21,187,93,Czech Republic,CZE,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Coxless Fours,NA
61043,Hana Klapalov,F,30,183,76,Czech Republic-2,CZE,2012,Summer,2012 Summer,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
61076,Gauthier Klauss,M,24,171,65,France,FRA,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",NA
61076,Gauthier Klauss,M,28,171,65,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
61100,Frithjof Kleen,M,29,189,110,Germany,GER,2012,Summer,2012 Summer,London,Sailing,Sailing Men's Two Person Keelboat,NA
61107,Benjamin Philip Kleibrink,M,26,174,65,Germany,GER,2012,Summer,2012 Summer,London,Fencing,"Fencing Men's Foil, Individual",NA
61107,Benjamin Philip Kleibrink,M,26,174,65,Germany,GER,2012,Summer,2012 Summer,London,Fencing,"Fencing Men's Foil, Team",Bronze
61137,Sascha Klein,M,26,173,71,Germany,GER,2012,Summer,2012 Summer,London,Diving,Diving Men's Platform,NA
61137,Sascha Klein,M,26,173,71,Germany,GER,2012,Summer,2012 Summer,London,Diving,Diving Men's Synchronized Platform,NA
61137,Sascha Klein,M,30,173,71,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Diving,Diving Men's Platform,NA
61137,Sascha Klein,M,30,173,71,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,NA
61145,Teresa Kleindienst-Gabriele,F,32,165,61,Canada,CAN,2012,Summer,2012 Summer,London,Basketball,Basketball Women's Basketball,NA
61154,Nadine Kleinert-Schmitt,F,36,190,90,Germany,GER,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Shot Put,NA
61165,Linas Kleiza,M,27,203,108,Lithuania,LTU,2012,Summer,2012 Summer,London,Basketball,Basketball Men's Basketball,NA
61167,Aleksandra Jadwiga Klejnowska-Krzywaska,F,29,156,53,Poland,POL,2012,Summer,2012 Summer,London,Weightlifting,Weightlifting Women's Featherweight,NA
61171,Meindert Gerrit Klem,M,24,196,92,Netherlands,NED,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Coxless Pairs,NA
61174,Blaa Klemeni,F,32,172,56,Slovenia,SLO,2012,Summer,2012 Summer,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",NA
61194,Andreja Klepa,F,26,175,71,Slovenia,SLO,2012,Summer,2012 Summer,London,Tennis,Tennis Women's Doubles,NA
61210,Valentyn Andriyovych Kletskoy,M,27,193,95,Ukraine,UKR,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Coxed Eights,NA
61223,Kacper Fabian Klich,M,21,182,78,Poland,POL,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
61232,Gideon Kliger,M,32,170,60,Israel,ISR,2012,Summer,2012 Summer,London,Sailing,Sailing Men's Two Person Dinghy,NA
61235,Andrea Klikovac,F,25,175,73,Montenegro,MNE,2016,Summer,2016 Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
61236,Filip Klikovac,M,27,190,118,Montenegro,MNE,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,NA
61254,Jarmila Klimeov,F,31,173,77,Czech Republic,CZE,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Javelin Throw,NA
61256,Ingrid Klimke (-Busacker),F,44,172,58,Germany,GER,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
61256,Ingrid Klimke (-Busacker),F,44,172,58,Germany,GER,2012,Summer,2012 Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
61256,Ingrid Klimke (-Busacker),F,48,172,58,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
61256,Ingrid Klimke (-Busacker),F,48,172,58,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
61263,Aleksey Vasilyevich Klimov,M,36,182,88,Russia,RUS,2012,Summer,2012 Summer,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
61263,Aleksey Vasilyevich Klimov,M,40,182,88,Russia,RUS,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",NA
61279,Anja Klinar,F,24,170,62,Slovenia,SLO,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
61279,Anja Klinar,F,24,170,62,Slovenia,SLO,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 200 metres Butterfly,NA
61279,Anja Klinar,F,24,170,62,Slovenia,SLO,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,NA
61279,Anja Klinar,F,28,170,62,Slovenia,SLO,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,NA
61279,Anja Klinar,F,28,170,62,Slovenia,SLO,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
61279,Anja Klinar,F,28,170,62,Slovenia,SLO,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,NA
61286,Hanna Klinga,F,26,165,65,Sweden,SWE,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,NA
61293,Meghan Elizabeth Klingenberg,F,28,157,55,United States,USA,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Women's Football,NA
61306,Inna Klinova,F,30,173,78,Kazakhstan,KAZ,2016,Summer,2016 Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",NA
61306,Inna Klinova,F,30,173,78,Kazakhstan,KAZ,2016,Summer,2016 Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",NA
61312,Darya Igorevna Klishina,F,25,180,57,Russia,RUS,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,NA
61320,Martin Klian,M,23,190,77,Slovakia,SVK,2012,Summer,2012 Summer,London,Tennis,Tennis Men's Singles,NA
61320,Martin Klian,M,23,190,77,Slovakia,SVK,2012,Summer,2012 Summer,London,Tennis,Tennis Men's Doubles,NA
61322,Ivan Kljakovi-Gapi,M,28,189,95,Croatia,CRO,2012,Summer,2012 Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,NA
61322,Ivan Kljakovi-Gapi,M,32,189,95,Croatia,CRO,2016,Summer,2016 Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,NA
61326,Tom Klobunk,M,22,185,88,Slovakia,SVK,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,NA
61326,Tom Klobunk,M,26,185,88,Slovakia,SVK,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,NA
61328,Ewelina Klocek-Ptak,F,25,163,53,Poland,POL,2012,Summer,2012 Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,NA
61357,Timm Klose,M,24,195,87,Switzerland,SUI,2012,Summer,2012 Summer,London,Football,Football Men's Football,NA
61359,Konstanze Klosterhalfen,F,19,174,48,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",NA
61361,Lukas Klostermann,M,20,189,83,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Football,Football Men's Football,Silver
61368,Elika Kluinov,F,24,178,70,Czech Republic,CZE,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Heptathlon,NA
61368,Elika Kluinov,F,28,178,70,Czech Republic,CZE,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,NA
61374,Georgina Klug,F,32,172,63,Argentina,ARG,2016,Summer,2016 Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,NA
61381,Roger Kluge,M,26,191,85,Germany,GER,2012,Summer,2012 Summer,London,Cycling,Cycling Men's Omnium,NA
61381,Roger Kluge,M,30,191,85,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,NA
61399,Iryna Volodymyrivna Klymets,F,21,168,78,Ukraine,UKR,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,NA
61405,Yegor Vasilyevich Klyuka,M,21,208,93,Russia,RUS,2016,Summer,2016 Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,NA
61413,Karol Kos,M,26,201,87,Poland,POL,2016,Summer,2016 Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,NA
61418,Ivana Kmeov,F,27,178,62,Slovakia,SVK,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",NA
61418,Ivana Kmeov,F,27,178,62,Slovakia,SVK,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",NA
61421,Ruben Abel Knab,M,24,192,98,Netherlands,NED,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Coxless Fours,NA
61435,Edina Monika Knapek,F,38,166,53,Hungary,HUN,2016,Summer,2016 Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",NA
61440,Karin Knapp,F,29,180,72,Italy,ITA,2016,Summer,2016 Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,NA
61446,Anna Knauer,F,21,170,60,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Cycling,Cycling Women's Omnium,NA
61456,"Timothy ""Tim"" Kneale",M,33,187,85,Great Britain,GBR,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,NA
61474,Andrea Kneppers,F,23,175,67,Netherlands,NED,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,NA
61484,Milena Kneevi-Raievi,F,22,177,71,Montenegro,MNE,2012,Summer,2012 Summer,London,Handball,Handball Women's Handball,Silver
61484,Milena Kneevi-Raievi,F,26,177,71,Montenegro,MNE,2016,Summer,2016 Summer,Rio de Janeiro,Handball,Handball Women's Handball,NA
61485,Kellion Knibb,F,22,183,86,Jamaica,JAM,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,NA
61494,Bianca Knight,F,23,160,63,United States,USA,2012,Summer,2012 Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
61509,Yona Knight-Wisdom,M,21,188,87,Jamaica,JAM,2016,Summer,2016 Summer,Rio de Janeiro,Diving,Diving Men's Springboard,NA
61512,Rudolf Knijnenburg Cordero,M,34,175,82,Bolivia,BOL,2016,Summer,2016 Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
61514,Nizar Knioua,M,29,189,83,Tunisia,TUN,2012,Summer,2012 Summer,London,Basketball,Basketball Men's Basketball,NA
61517,Sven Knipphals,M,30,189,88,Germany,GER,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,NA
61519,Eric Knittel,M,29,191,87,Germany,GER,2012,Summer,2012 Summer,London,Rowing,Rowing Men's Double Sculls,NA
61524,Jennifer Knobbs,F,23,155,49,Great Britain,GBR,2012,Summer,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,NA
61526,Jan Felix Knobel,M,23,192,91,Germany,GER,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Decathlon,NA
61577,Mark William Knowles,M,27,183,74,Australia,AUS,2012,Summer,2012 Summer,London,Hockey,Hockey Men's Hockey,Bronze
61577,Mark William Knowles,M,31,183,74,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
61582,Bronwen Knox,F,26,182,88,Australia,AUS,2012,Summer,2012 Summer,London,Water Polo,Water Polo Women's Water Polo,Bronze
61582,Bronwen Knox,F,30,182,88,Australia,AUS,2016,Summer,2016 Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,NA
61598,Kim Wraae Knudsen,M,34,183,80,Denmark,DEN,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",NA
61598,Kim Wraae Knudsen,M,34,183,80,Denmark,DEN,2012,Summer,2012 Summer,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
61602,Michael Levring Vestergaard Knudsen,M,33,192,100,Denmark,DEN,2012,Summer,2012 Summer,London,Handball,Handball Men's Handball,NA
61631,Hanna Knyazyeva-Minenko,F,22,179,62,Ukraine,UKR,2012,Summer,2012 Summer,London,Athletics,Athletics Women's Triple Jump,NA
61631,Hanna Knyazyeva-Minenko,F,26,179,62,Israel,ISR,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,NA
61640,"Bo-Gyung ""Lydia"" Ko",F,19,165,NA,New Zealand,NZL,2016,Summer,2016 Summer,Rio de Janeiro,Golf,Golf Women's Individual,Silver
61645,Marthe Koala,F,18,177,69,Burkina Faso,BUR,2012,Summer,2012 Summer,London,Athletics,Athletics Women's 100 metres Hurdles,NA
61645,Marthe Koala,F,22,177,69,Burkina Faso,BUR,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,NA
61647,Tetiana Volodymyrivna Kob,F,28,161,51,Ukraine,UKR,2016,Summer,2016 Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,NA
61652,Kenji Kobase,M,29,180,80,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,NA
61655,Chisa Kobayashi,F,24,166,NA,Japan,JPN,2012,Summer,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,NA
61655,Chisa Kobayashi,F,24,166,NA,Japan,JPN,2012,Summer,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,NA
61684,Primo Kobe,M,31,176,64,Slovenia,SLO,2012,Summer,2012 Summer,London,Athletics,Athletics Men's Marathon,NA
61685,Grard Koban,M,24,179,74,Burkina Faso,BUR,2012,Summer,2012 Summer,London,Athletics,Athletics Men's 100 metres,NA
61696,Nomie Kober,F,22,180,73,France,FRA,2016,Summer,2016 Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,NA
61710,Roberti Kobliashvili,M,22,180,85,Georgia,GEO,2016,Summer,2016 Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",NA
61711,Dmitry Koblov,M,23,183,82,Kazakhstan,KAZ,2016,Summer,2016 Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,NA
61713,Daniyar Kobonov,M,29,175,74,Kyrgyzstan,KGZ,2012,Summer,2012 Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",NA
61715,Yuki Kobori,M,18,183,77,Japan,JPN,2012,Summer,2012 Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
61715,Yuki Kobori,M,22,183,77,Japan,JPN,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
61717,Kristel Arianne Kbrich Schmipl,F,26,170,60,Chile,CHI,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 400 metres Freestyle,NA
61717,Kristel Arianne Kbrich Schmipl,F,26,170,60,Chile,CHI,2012,Summer,2012 Summer,London,Swimming,Swimming Women's 800 metres Freestyle,NA
61717,Kristel Arianne Kbrich Schmipl,F,30,170,60,Chile,CHI,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,NA
61717,Kristel Arianne Kbrich Schmipl,F,30,170,60,Chile,CHI,2016,Summer,2016 Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,NA
