id,host_name,neighbourhood_group,neighbourhood,last_review
9427331,Brad,Brooklyn,Bushwick,01-07-2016
9434105,Luiz & Daniel,Manhattan,East Harlem,20-06-2019
9434464,Justin,Manhattan,Harlem,21-06-2019
9434495,Beth,Brooklyn,Midwood,23-05-2019
9434513,Lindsay,Brooklyn,Boerum Hill,09-06-2019
9434801,Sharif,Brooklyn,Bushwick,03-08-2017
9435428,Hasan,Manhattan,East Harlem,02-01-2016
9435503,MaElena,Manhattan,Morningside Heights,10-05-2019
29-06-2019,Mariana,Brooklyn,Greenpoint,9435931
9436038,Nissim,Manhattan,Hell's Kitchen,30-06-2018
9436311,Al,Manhattan,Theater District,22-06-2019
9437574,Michaela,Brooklyn,Bushwick,01-01-2018
9443911,Aaron,Brooklyn,Clinton Hill,23-06-2019
9444997,Tolley,Manhattan,Upper West Side,22-08-2016
9445342,Nissim,Manhattan,Hell's Kitchen,31-03-2019
9445501,Nissim,Manhattan,Hell's Kitchen,16-06-2018
9445593,Jocelyn,,SoHo,22-06-2019
9445789,Nissim,Manhattan,Hell's Kitchen,27-01-2019
9447274,Jeff,Manhattan,Chelsea,03-01-2016
9450180,Esin,Queens,Sunnyside,18-05-2019
9451126,Margarita,Brooklyn,Carroll Gardens,26-05-2019
9451334,Ana,Brooklyn,Bushwick,10-01-2016
9451492,Dan,Manhattan,Hell's Kitchen,05-07-2019
9451597,Emmanuelle,Brooklyn,Bushwick,24-06-2019
9451784,Caroline,Brooklyn,Williamsburg,05-09-2016
9452124,Ben,Manhattan,East Harlem,21-06-2019
9452237,Edward,Queens,Ditmars Steinway,
9452728,Lily,Queens,Middle Village,23-06-2019
9452887,Robin Laverne,Brooklyn,Bedford-Stuyvesant,17-06-2019
9453653,Luigi,Brooklyn,Williamsburg,23-06-2019
9457270,Michael,,East Village,
9457285,Emel,Manhattan,Upper East Side,26-06-2019
9458704,Iradj,Manhattan,Hell's Kitchen,30-06-2019
9458150,Veronica,Brooklyn,Crown Heights,23-08-2016
9459037,John,Queens,Forest Hills,27-06-2019
9461803,Ronnie,Manhattan,SoHo,06-06-2019
9461851,Quentin,Manhattan,Upper West Side,15-06-2019
9462694,Sam,Brooklyn,Carroll Gardens,06-12-2015
9463039,Dimitrios,Manhattan,Chelsea,05-05-2019
9464046,Damian,Brooklyn,Williamsburg,28-04-2016
9464137,Naomi,Manhattan,Upper East Side,05-09-2016
9464318,Ruth,Brooklyn,Carroll Gardens,09-10-2018
9464543,Philipp,Manhattan,Chelsea,14-12-2015
9464605,Lily,Manhattan,Gramercy,05-07-2019
9464835,Kristina,Manhattan,Upper West Side,22-04-2018
9469009,Masha,Brooklyn,Bushwick,25-06-2017
9470528,Yuna,Brooklyn,Bushwick,25-06-2019
9461236,Monika,Brooklyn,Williamsburg,30-04-2019
9470554,Robert,Manhattan,East Village,03-07-2019
9470677,Joe,Manhattan,Upper East Side,23-06-2019
9471893,Jack,Manhattan,Greenwich Village,02-01-2016
9471997,Olai,Manhattan,SoHo,08-03-2016
9473492,Charles,Brooklyn,Bushwick,27-12-2015
9473646,Sarah,Brooklyn,Carroll Gardens,03-11-2016
9461669,Jennifer,Brooklyn,Park Slope,04-04-2019
9459232,Lorien,Manhattan,East Village,21-12-2015
9473837,Isabelle,Brooklyn,Williamsburg,02-01-2016
9473889,Nicholas,Brooklyn,Gravesend,02-06-2019
9476397,Hebert,Queens,Astoria,04-02-2019
9476449,Julien,Brooklyn,Park Slope,28-08-2016
9476774,Izi,Manhattan,Upper West Side,08-03-2017
9476831,Raphael,Manhattan,Washington Heights,02-01-2016
9476850,Michelle,Manhattan,Upper West Side,16-04-2019
9477096,Sarah,Manhattan,Harlem,21-12-2015
9475052,Manne,Brooklyn,Bedford-Stuyvesant,18-06-2019
9475494,Kevin,Manhattan,Upper East Side,27-12-2015
9476198,Kin,Manhattan,East Village,07-07-2019
9477359,Jennifer,Manhattan,East Village,03-01-2016
9477489,Kyriaki,Manhattan,Two Bridges,24-06-2019
9477988,Lili And Antoine,Brooklyn,Prospect Heights,10-10-2016
9478196,Abby,Manhattan,West Village,20-07-2016
9478370,María Cristina,Queens,Sunnyside,02-07-2018
9484892,Brian,Manhattan,East Village,01-01-2016
9485047,Paulo,Manhattan,Hell's Kitchen,14-02-2019
9485606,Dmitriy,Manhattan,Harlem,16-06-2019
9486111,Janelle,Manhattan,East Harlem,23-06-2019
9486229,Carine,Manhattan,Greenwich Village,15-05-2019
9486961,Nina,Brooklyn,Bushwick,01-01-2018
9487497,Robyn,Brooklyn,Cobble Hill,19-06-2019
9487684,Alo,Manhattan,Upper West Side,06-06-2016
9479084,Bella,Manhattan,Two Bridges,02-01-2017
9488285,Mrs .D,Brooklyn,Bedford-Stuyvesant,16-06-2019
9488756,Charlie,Brooklyn,Bedford-Stuyvesant,7-5112020-
9488878,Marie-Louise,Manhattan,Upper West Side,20-06-2019
9490959,Stephen Dayo,Brooklyn,Bedford-Stuyvesant,14-06-2019
9491126,G,Manhattan,East Village,02-12-2015
9479348,Michael,Manhattan,Harlem,30-04-2019
9484346,Sarah,Manhattan,Chinatown,03-01-2016
9489073,Grace,Manhattan,East Harlem,28-06-2019
9491448,Karla,Manhattan,Hell's Kitchen,18-05-2017
9492750,Aaron,Manhattan,Harlem,05-07-2019
9493324,Jake,Brooklyn,Williamsburg,23-11-2015
9494304,Michelle,Manhattan,East Harlem,26-09-2018
9495238,Trevor,Manhattan,Washington Heights,05-01-2017
9496094,Netanya,Manhattan,Chelsea,14-09-2016
9496176,Michael,Manhattan,Hell's Kitchen,24-06-2019
9496213,Solange,Brooklyn,Williamsburg,23-11-2015
9496372,Scott,Manhattan,West Village,03-01-2016
9502150,Amal & Alex,Manhattan,Harlem,02-06-2019
9505047,Sol,Brooklyn,Williamsburg,04-05-2019
9505268,Dimitri,Manhattan,Chelsea,05-01-2016
9505449,Shanika,Brooklyn,Boerum Hill,08-05-2017
9505990,Fernanda,Brooklyn,Bushwick,25-07-2016
9506014,Ana,Manhattan,Theater District,22-04-2019
9507112,Ira,Manhattan,Lower East Side,22-10-2018
9507100,Julie,Queens,Long Island City,20-10-2017
9507521,James,Brooklyn,South Slope,01-01-2016
9509218,Chelsea,Manhattan,East Village,23-06-2019
9509148,Kalana,Brooklyn,Crown Heights,19-04-2019
9509369,Danielle,Brooklyn,Bedford-Stuyvesant,20-06-2016
9510158,Quentin,Manhattan,Hell's Kitchen,31-05-2019
9510385,Yone,Queens,Astoria,22-05-2019
9511490,Roberto,Brooklyn,Williamsburg,02-06-2017
9511685,Tairan,Manhattan,Stuyvesant Town,06-01-2016
9512372,Golden&Mavy,Manhattan,Harlem,16-06-2019
9513152,威,Manhattan,East Village,28-12-2015
9513278,Aleksandra,Manhattan,SoHo,26-05-2016
9513511,Gloria,Bronx,Allerton,26-06-2019
9513743,Elise,Manhattan,Upper West Side,14-06-2019
9514193,Raquel,Manhattan,East Village,19-08-2018
9514772,Sunim,Brooklyn,Greenpoiknt,20-06-2017
9516142,Al,Brooklyn,Williamsburg,16-06-2019
9515733,Amber,Brooklyn,Boerum Hill,01-04-2018
9517488,Hayley Lynn,Manhattan,West Village,21-05-2018
9519514,Damian,Manhattan,West Village,04-01-2019
9521704,Maxime,Manhattan,East Village,02-01-2016
9522763,Camila,Brooklyn,Prospect-Lefferts Gardens,23-06-2019
9523488,Sabrina,Brooklyn,Williamsburg,
9523761,Yujie,Manhattan,Roosevelt Island,21-12-2015
9524033,Kristin,Manhattan,Harlem,04-07-2016
9525241,Nate,Manhattan,Chelsea,18-05-2017
9525335,Matthew,Manhattan,Harlem,25-12-2015
9525490,Benjamin,Manhattan,East Village,03-01-2016
9525925,Kat,Brooklyn,Fort Greene,16-05-2019
9527309,Christina,Brooklyn,Bushwick,07-11-2018
9528920,Amy,Manhattan,Lower East Side,01-01-2016
9529332,Michou,Brooklyn,Fort Greene,20-06-2019
9529493,Adam,Brooklyn,Williamsburg,01-07-2019
9529607,Jp,Manhattan,Nolita,02-04-2019
9529662,Mama,Manhattan,East Harlem,23-06-2019
9530381,Mama,Manhattan,East Harlem,12-06-2019
9531437,Pierre,Manhattan,Two Bridges,10-05-2019
9533058,Warren,Brooklyn,Greenpoint,10-04-2017
9538618,Sandy,Brooklyn,Prospect Heights,07-03-2017
9540193,Laiona,Manhattan,Washington Heights,25-05-2019
9540414,Kat And Chris,Brooklyn,Carroll Gardens,19-06-2019
9541320,Ben,Brooklyn,Gowanus,04-01-2019
9541753,Nick,Brooklyn,Prospect Heights,22-06-2016
9541921,Bridget,,dtaise eErU Spp,15-09-2016
9542259,Cinthia,Manhattan,Washington Heights,23-06-2019
9542827,Mike,Brooklyn,Bedford-Stuyvesant,01-01-2016
9543637,Sonja,Manhattan,East Village,16-02-2019
9543678,Sotira,Brooklyn,Fort Hamilton,10-10-2018
9544242,Elizabeth,Manhattan,East Harlem,27-05-2019
9530293,Cory,Manhattan,Washington Heights,07-03-2019
9544410,Iradj,Manhattan,Hell's Kitchen,28-06-2019
9544914,Abraham,Brooklyn,Crown Heights,31-07-2017
9545059,Isabelle,Brooklyn,Prospect-Lefferts Gardens,03-12-2015
9545498,Chris,Manhattan,East Village,29-11-2015
9546039,Jason,Brooklyn,Williamsburg,11-06-2019
9547361,Tny,Manhattan,Upper East Side,29-04-2019
9547920,Vince,Brooklyn,Williamsburg,05-01-2016
9548422,Una,Brooklyn,Bedford-Stuyvesant,04-05-2016
9549544,Sean,Manhattan,oMidwwt,30-12-2016
9530515,Mama,Manhattan,East Harlem,30-06-2019
9549937,Lauren,Manhattan,Little Italy,10-12-2016
9550171,Jonatan,Manhattan,Upper West Side,21-05-2017
9550620,Lily,Queens,Middle Village,20-04-2019
9550714,Lakan,Brooklyn,Downtown Brooklyn,10-10-2016
9546994,Tny,Manhattan,Upper East Side,07-01-2019
9550884,Katie,Brooklyn,Windsor Terrace,04-11-2018
9551417,Onur,Manhattan,East Harlem,09-06-2019
9550807,Yi-Chen,Manhattan,Washington Heights,01-01-2016
9556028,Ken,Manhattan,East Village,28-12-2018
9555648,Tina,Queens,Ditmars Steinway,11-06-2019
9558052,Henry,Brooklyn,Crown Heights,10-01-2016
9556983,Spencer,Brooklyn,Bushwick,09-06-2019
9559239,Helen,Manhattan,Greenwich Village,03-01-2016
9559335,Rand,Manhattan,Chelsea,22-06-2019
9550485,Noah,Manhattan,SoHo,05-03-2016
9560034,Joel,Manhattan,Lower East Side,06-06-2016
9562515,Jim,Brooklyn,Fort Greene,07-05-2018
9531148,Jeremy & Laura,Manhattan,Upper West Side,09-01-2016
9561251,Alisa,Manhattan,Upper East Side,13-12-2015
9562872,Abhilasha Ashiv,Queens,Rego Park,01-07-2019
9563266,Alex,Manhattan,Lower East Side,15-06-2019
9563436,Ohad,Manhattan,SoHo,04-06-2016
9563868,Jaclyn,Manhattan,Financial District,26-06-2019
9563873,Steve,Queens,Jamaica,07-07-2019
9564986,Sandy,Brooklyn,Williamsburg,24-11-2018
9571665,Danielle,Brooklyn,Williamsburg,09-06-2019
9572219,Gordon M,Manhattan,Harlem,13-05-2019
9572448,Bianca,Brooklyn,Bedford-Stuyvesant,10-12-2015
9573876,Weijia,Manhattan,Lower East Side,02-01-2016
9574936,Timur,Manhattan,Hell's Kitchen,04-04-2017
9574823,Eric,Brooklyn,Greenpoint,13-06-2019
9574953,Eduardo,Brooklyn,Williamsburg,02-01-2019
9575089,Grace,Brooklyn,Crown Heights,05-05-2019
9575562,Amanda,Brooklyn,Williamsburg,07-07-2019
9575567,Zhenya,Brooklyn,Flatbush,30-06-2019
9575903,Stephan,Brooklyn,Crown Heights,19-05-2018
9575930,Karina,Manhattan,Morningside Heights,14-06-2019
9576230,Max,Brooklyn,Williamsburg,15-02-2016
9576278,Caroline,Brooklyn,Bedford-Stuyvesant,03-06-2019
9576478,Vitaliy,Manhattan,Harlem,11-06-2019
9576812,Florence,Manhattan,Harlem,27-06-2019
9577006,Claudia,Queens,Corona,19-02-2018
9577296,J.J.,Manhattan,West Village,21-06-2019
9577748,Eli,Manhattan,Morningside Heights,17-01-2016
9577777,Crystal,Manhattan,West Village,04-07-2019
9577968,Tal,Brooklyn,Crown Heights,24-06-2019
9578181,Ding,Manhattan,Murray Hill,20-05-2018
9578325,Ute,Brooklyn,Gowanus,22-06-2019
9578639,Rom,Manhattan,Upper East Side,05-05-2019
9578683,Alex,Manhattan,Chinatown,19-03-2018
9579542,Misha,Manhattan,Hell's Kitchen,23-06-2019
9585027,Nickie,Manhattan,Kips Bay,05-12-2015
9585339,Annie,,Chelsea,
9586258,Shane,Brooklyn,Clinton Hill,02-01-2016
9587933,Jim,Manhattan,Upper East Side,19-05-2019
9588828,Kaitlyn,Manhattan,Upper East Side,29-12-2015
9589030,Wipawe,Brooklyn,Bushwick,20-08-2016
9589086,Babak,Brooklyn,Bedford-Stuyvesant,22-08-2016
9589179,Kevin,Manhattan,Nolita,30-12-2015
9590519,Christian,Manhattan,Midtown,2602-1-950
9591852,Karen,Manhattan,SoHo,27-04-2019
9591913,Chrystelle,Brooklyn,Clinton Hill,03-02-2019
9592781,Kate,Brooklyn,Fort Greene,17-06-2019
9594892,Jeanne,Manhattan,SoHo,05-01-2016
9594995,Alex And Tom,Manhattan,Harlem,21-06-2019
9595863,Manon,Brooklyn,Williamsburg,23-12-2015
9596551,Andrew,Manhattan,East Harlem,01-01-2016
9596608,Rob,Manhattan,Upper West Side,21-04-2019
9596708,Katherine,Manhattan,Hell's Kitchen,20-06-2019
9596854,Tiffany,Brooklyn,Crown Heights,30-12-2018
9597031,Kujtim,Queens,Ridgewood,27-08-2018
9597111,Katherine,Manhattan,Hell's Kitchen,02-10-2018
9597258,Fabiola,Bronx,Williamsbridge,31-05-2019
9597325,Cindy & Jeremy,Queens,Maspeth,19-06-2019
9603803,Paris,Brooklyn,Bedford-Stuyvesant,08-04-2019
9597627,Olivia,Brooklyn,Bedford-Stuyvesant,30-06-2019
9605039,Marguerite,Manhattan,Upper East Side,01-01-2016
9607482,Eman,Manhattan,Midtown,27-01-2016
9602518,Neev,Brooklyn,Williamsburg,21-05-2019
9607855,Karoliina,Manhattan,SoHo,30-10-2017
9603611,Emilie,Brooklyn,Bushwick,
9607952,C,Manhattan,Financial District,23-07-2016
9607995,Will & Tash,Manhattan,East Village,22-02-2017
9609049,Anne-Laure,Brooklyn,Greenpoint,26-05-2019
9609246,Sarah,Manhattan,Murray Hill,31-12-2015
9609762,Samantha,Manhattan,Upper West Side,31-12-2016
9609800,Adam,Manhattan,Washington Heights,17-09-2018
9609825,Harrison,Manhattan,Chelsea,15-09-2017
9610704,Henriette,Manhattan,West Village,05-01-2016
9610982,Aanchal,Manhattan,Morningside Heights,11-05-2016
9611372,Jessica,Brooklyn,Carroll Gardens,05-09-2016
9611586,Adam,Manhattan,Chelsea,23-06-2019
9612260,Houston,Brooklyn,Carroll Gardens,02-07-2016
9612938,George,Manhattan,Washington Heights,01-07-2019
9613465,Lugao,Manhattan,Upper West Side,30-06-2019
9613369,Jacqueline,Manhattan,Upper West Side,22-12-2015
9613626,Alisha,Brooklyn,Williamsburg,02-01-2016
9614378,Lumduan,Manhattan,owMtdni,21-06-2019
9614552,Archie,Brooklyn,Carroll Gardens,18-04-2016
9614785,Dan,Brooklyn,Sunset Park,22-06-2019
9615209,Elva,Queens,Long Island City,13-08-2016
9614969,Vanessa,Manhattan,East Harlem,02-01-2019
9615485,Peggy,Manhattan,Roosevelt Island,25-03-2017
9615727,Brett,Brooklyn,Bushwick,06-01-2016
9615815,Andrea,Manhattan,Kips Bay,08-07-2017
9616453,Juan Luis,Manhattan,Morningside Heights,06-01-2016
9616729,Ornella,Brooklyn,Bedford-Stuyvesant,30-12-2015
9617219,Yemi,Brooklyn,Brownsville,23-06-2019
9618477,Ruth,Manhattan,East Village,14-12-2015
9618986,Danielle,Brooklyn,Bedford-Stuyvesant,23-06-2019
9619848,Leandro,Manhattan,East Harlem,
9623722,Amal,Manhattan,Harlem,02-07-2019
9625826,Lina,Brooklyn,Prospect-Lefferts Gardens,12-01-2016
9627513,Kilandra,Manhattan,Harlem,22-08-2016
9628471,Simone,Brooklyn,Bedford-Stuyvesant,02-01-2018
9630295,Eric,Brooklyn,Bedford-Stuyvesant,02-08-2018
9630342,Ryan,Manhattan,East Village,23-06-2019
9631380,Jeremy & Laura,Manhattan,Hell's Kitchen,31-10-2018
9633323,Vera,Queens,Astoria,30-06-2019
9633740,Austin,Manhattan,East Village,04-01-2017
9633920,Amy,Brooklyn,Crown Heights,27-05-2019
9634829,Harrison,Manhattan,Harlem,21-05-2016
9634880,Iris,Brooklyn,Bedford-Stuyvesant,16-09-2018
9635607,Robert,Brooklyn,erisaCan,091236--02
9635223,Rebecca,Brooklyn,Bedford-Stuyvesant,02-01-2016
9635880,Angela,Brooklyn,Greenpoint,31-03-2018
9635981,Ella,Brooklyn,Windsor Terrace,14-05-2019
9637937,Brian,Manhattan,Lower East Side,29-06-2019
9644961,Nour,Brooklyn,Williamsburg,26-01-2016
9644430,Arno,Brooklyn,Bedford-Stuyvesant,09-01-2016
9645073,Alexandra,Manhattan,Gramercy,20-06-2019
9645338,Kyra,Brooklyn,Crown Heights,04-08-2017
9645934,Beto,Queens,Forest Hills,15-01-2019
9649558,Ayanna,Brooklyn,Clinton Hill,15-06-2019
9647450,Imad,Brooklyn,Midwood,09-12-2015
9652365,Sophia,Brooklyn,Greenpoint,19-05-2019
9652413,Chelsea,Manhattan,Harlem,26-12-2015
9652438,Kristina,Brooklyn,Bushwick,09-07-2018
9652591,Lauren + Reggie,Queens,Astoria,30-06-2019
9652949,Maryann,Queens,Astoria,17-06-2019
9654190,Ashley,Manhattan,Upper West Side,26-12-2015
9660635,Natasha,Brooklyn,Bedford-Stuyvesant,25-03-2019
9660751,Derrick,Manhattan,East Village,01-01-2017
9668485,Mariella,Manhattan,East Harlem,10-06-2019
9669305,Joao,,NoHo,01-01-2016
9670233,Enzo,Manhattan,East Village,01-07-2019
9662070,Erin,Brooklyn,Bushwick,24-07-2016
9663062,Petya,Queens,Astoria,07-11-2018
9674142,Raul,Queens,Astoria,02-07-2019
9674453,Raul,Queens,Astoria,02-01-2019
9674869,Raul,Queens,Astoria,16-06-2019
9664497,Oliver,Brooklyn,Bushwick,14-04-2017
9675064,Petrona,Brooklyn,Canarsie,08-06-2019
9675609,Mia,Brooklyn,Williamsburg,06-11-2017
9676482,Gene,Brooklyn,Bedford-Stuyvesant,02-07-2019
9676890,Felicia,Brooklyn,Williamsburg,02-04-2016
9677744,David,Manhattan,Harlem,16-04-2018
9677912,Halona,Brooklyn,Bedford-Stuyvesant,30-06-2019
9678327,Sofia,Brooklyn,Williamsburg,28-08-2017
9678112,Jonathan,Brooklyn,Williamsburg,21-07-2018
9678488,Michael,Manhattan,West Village,16-04-2017
9679058,Sofia,Brooklyn,Williamsburg,10-12-2017
9679278,Josh And Amanda,Brooklyn,Bushwick,05-01-2016
9679289,William,Brooklyn,Bushwick,05-01-2016
9679310,Alex,Manhattan,Gramercy,13-12-2015
9679337,Emmanuel,Brooklyn,Williamsburg,22-05-2017
9682617,Anne,Manhattan,Murray Hill,24-0x-2y17
9682898,Cillian,Brooklyn,Williamsburg,01-01-2017
9682862,Becky,Manhattan,Harlem,28-03-2016
9684503,Emily,Queens,Astoria,07-10-2017
9684998,Masa,Manhattan,Upper East Side,08-03-2019
9685104,Frahydel,Manhattan,Roosevelt Island,29-12-2018
9685865,Raj,Brooklyn,Midwood,03-07-2019
9686167,Wayne And Yesim,Manhattan,Upper West Side,02-04-2016
9689359,Joann,Brooklyn,Dyker Heights,29-06-2019
9689477,Thomas,Manhattan,Upper West Side,02-08-2017
9690687,Padraic,Brooklyn,Flatbush,10-04-2019
9691204,Carina,Brooklyn,Fort Greene,31-12-2015
9692074,Tripp,Manhattan,Morningside Heights,18-01-2016
9692205,Jenn,Manhattan,East Village,10-03-2017
9692740,Abby,Manhattan,Upper West Side,04-12-2015
9693080,Luis,Queens,Sunnyside,11-08-2016
9694297,David,Queens,Woodhaven,21-08-2017
9694633,Mike,Brooklyn,Greenpoint,01-01-2019
9695052,Alex,Staten Island,Stapleton,02-07-2019
9695552,Eva,Manhattan,Morningside Heights,04-01-2017
9696139,Anika,Brooklyn,Williamsburg,
9696307,Magdalena,Manhattan,Upper West Side,14-02-2016
9696357,D,Manhattan,Upper East Side,
9696653,Qiyao,Manhattan,Greenwich Village,25-02-2019
9697749,Ali,Brooklyn,Bedford-Stuyvesant,06-y$-2016
9698613,Asijah,Queens,Ditmars Steinway,05-01-2016
9698691,Andrew,Queens,Jackson Heights,31-01-2016
9698905,Shabari,Brooklyn,Carroll Gardens,-3-1-027-1
9705782,Kerry,Brooklyn,Bedford-Stuyvesant,04-07-2017
9698992,Gordon M,Manhattan,Harlem,14-06-2019
9705958,Veleda And Orion,Brooklyn,Bedford-Stuyvesant,13-01-2016
9706724,Liam,Brooklyn,Crown Heights,01-01-2017
9699559,Stephen,Manhattan,Kips Bay,02-01-2016
9703075,Stephanie,Brooklyn,Bushwick,24-05-2019
9707498,Viviana,Brooklyn,South Slope,27-06-2019
9707531,Erin,Manhattan,Lower East Side,20-03-2016
9707671,Will,Manhattan,Upper East Side,01-07-2019
9707735,Lin,Brooklyn,Williamsburg,12-05-2019
9708577,Miriam,Brooklyn,Borough Park,30-06-2019
9709428,Daniela,Brooklyn,Williamsburg,13-06-2016
9710169,Jeremy & Laura,Manhattan,Midtown,14-05-2017
9710184,Elena,Manhattan,Washington Heights,08-01-2017
9710620,Matthew,Brooklyn,Crown Heights,22-01-2017
9711313,Michael,Brooklyn,Prospect-Lefferts Gardens,24-06-2019
9712126,Jessica,Manhattan,Gramercy,24-06-2019
9712682,Amadou,Brooklyn,Fort Greene,21-06-2019
9712829,Michael,Brooklyn,Williamsburg,05-05-2019
9713045,Cedrick,Manhattan,Harlem,18-06-2019
9713048,Christian,,Bedford-Stuyvesant,10-06-2016
9713116,Bailey,Brooklyn,Bedford-Stuyvesant,01-08-2016
9713594,Alejandro,Brooklyn,Crown Heights,09-09-2017
9713626,Ali,Manhattan,Chelsea,01-01-2017
9713934,Richard,Brooklyn,Bedford-Stuyvesant,29-05-2017
9713997,John,Manhattan,SoHo,22-05-2019
9714004,Anna,Manhattan,Theater District,08-09-2017
9714870,Joy & Jesse,Brooklyn,Bedford-Stuyvesant,25-11-2017
9715973,Ada,Manhattan,Kips Bay,27-12-2015
9716234,Nora,,Sheepshead Bay,08-07-2019
9716437,Justin,Manhattan,Gramercy,21-06-2019
9720768,Troy,Manhattan,Theater District,22-06-2019
9720809,Troy,Manhattan,Midtown,22-06-2019
9725232,Claudia,Brooklyn,Prospect-Lefferts Gardens,24-06-2019
9725508,Benjamin,Brooklyn,Boerum Hill,10-05-2019
9726043,Liliana,Brooklyn,Kensington,05-07-2019
9726143,Adrienne,Manhattan,Midtown,
9728168,Anna,Manhattan,Hell's Kitchen,15-12-2015
9727332,Meaghan,Brooklyn,Bushwick,23-12-2015
9728203,Stephanie,Brooklyn,Crown Heights,02-01-2016
9730117,Paula,Brooklyn,Bedford-Stuyvesant,29-10-2018
9730784,Kim,,Lower East Side,15-05-2018
9730432,Cyrille,Brooklyn,Sunset Park,01-07-2019
9731134,Saadia,Manhattan,Harlem,01-06-2019
9731178,John,Brooklyn,Bedford-Stuyvesant,27-06-2016
9731739,Meredith,Manhattan,Hell's Kitchen,23-10-2016
9732432,Gabriel,Brooklyn,Bushwick,14-01-2016
9733280,Ashley,Manhattan,Gramercy,03-04-2018
9732612,Joshua,Manhattan,Tribeca,24-12-2015
9733741,Maky,Manhattan,Lower East Side,03-06-2019
9734068,"Manny , Job",Manhattan,East Harlem,23-06-2019
9732834,Rodin,Brooklyn,Greenpoint,14-07-2018
9733227,Nicolo,Brooklyn,Williamsburg,30-04-2018
9735503,Matt & Virginia,Queens,Astoria,06-08-2016
9735931,Gaia,Brooklyn,Crown Heights,12-05-2019
9735957,Lindsee And Peter,Manhattan,Nolita,04-06-2019
9736123,Thales,Manhattan,Kips Bay,15-10-2018
9736227,Alex,Manhattan,Hell's Kitchen,02-01-2017
9737064,Joakim,Manhattan,West Village,03-06-2019
9737153,Beatriz,Brooklyn,Williamsburg,01-01-2018
9737362,Andrew,Manhattan,Kips Bay,30-07-2016
9737840,Alex G,Manhattan,Hell's Kitchen,26-06-2019
9738193,Ellen,Brooklyn,Bushwick,02-01-2018
9740010,Maria,Brooklyn,Williamsburg,26-05-2019
9740150,Sonia,Manhattan,Harlem,04-01-2019
9740264,Ijeoma,Manhattan,Harlem,14-06-2016
9745297,Jack,Manhattan,SoHo,17-12-2015
9745484,Megan,Manhattan,Harlem,22-07-2018
9746604,Gilad,Manhattan,East Harlem,20-06-2019
9747647,Fernando,Brooklyn,Greenpoint,15-12-2015
9747682,Lorraine,Brooklyn,Bedford-Stuyvesant,30-06-2019
9748877,Kristy,Manhattan,East Harlem,19-06-2019
9748012,Julian,Brooklyn,Greenpoint,05-01-2016
9750139,Haydee,Brooklyn,Sunset Park,06-06-2019
9750308,Zoey,Brooklyn,Bushwick,27-04-2019
9751043,Bobby,Brooklyn,Bedford-Stuyvesant,17-06-2019
9753018,Ilya,Brooklyn,Williamsburg,03-01-2017
9752005,Pedro,Manhattan,West Village,27-06-2019
9753240,Andrew,Manhattan,SoHo,26-11-2018
9753443,Will,Brooklyn,Greenpoint,02-01-2017
9754436,Apollo,Manhattan,Lower East Side,07-04-2019
9754751,Rajesh,Queens,Kew Gardens,10-08-2017
9754968,Lola,Manhattan,East Harlem,08-10-2018
9755074,Luke,Brooklyn,Bedford-Stuyvesant,27-06-2016
9755384,Danielle,Manhattan,Hell's Kitchen,28-12-2015
9757167,Crystal,Manhattan,East Village,31-07-2016
9757351,Anne,Manhattan,Upper East Side,27-08-2016
9757875,Iris,Queens,Kew Gardens,25-10-2018
9758041,Angie,Brooklyn,Williamsburg,01-07-2019
9758378,John,Brooklyn,Prospect Heights,11-05-2019
9756258,Jessica,Manhattan,Upper West Side,08-01-2016
9759444,Carola,Brooklyn,loulolhS uo,04-01-2017
9757018,Seyi,Manhattan,Marble Hill,01-01-2016
9755785,Yingyuan,Manhattan,Roosevelt Island,
9759525,Sarah,Manhattan,Hell's Kitchen,20-04-2016
9759592,Marilee & Gene,Queens,Rosedale,19-05-2019
9759704,Robyn,Brooklyn,Bedford-Stuyvesant,05-01-2016
9759957,Lorraine,Manhattan,Washington Heights,10-06-2016
9765011,Nichole,Brooklyn,Flatbush,05-01-2018
9765276,Nichole,Brooklyn,Flatbush,27-07-2018
9765762,Albert,Brooklyn,Williamsburg,05-01-2016
9765897,Lea,Brooklyn,lotni HinHnl,
9766228,Joe,Brooklyn,Williamsburg,03-01-2016
9767424,Cathy,Brooklyn,Williamsburg,07-07-2019
9767864,Alex,Staten Island,Tompkinsville,01-07-2019
9768199,Blake,Manhattan,Upper West Side,14-05-2019
9768492,Jorge,Brooklyn,Crown Heights,02-01-2018
9768360,Hattie,Brooklyn,Windsor Terrace,
9768765,Benjamin,Brooklyn,Kensington,29-01-2016
9769423,Carlo Fabricio,Brooklyn,Gowanus,02-01-2018
9769817,Elana,Brooklyn,Williamsburg,02-01-2017
9770041,Michelle,Brooklyn,Greenpoint,01-01-2019
9770249,John,Manhattan,East Village,19-06-2019
9770459,Aliza,Brooklyn,Bedford-Stuyvesant,30-06-2019
9771893,Jeremy & Laura,Manhattan,Gramercy,31-08-2017
9772152,Jc,Manhattan,Chelsea,19-06-2019
9772486,Bradley,Brooklyn,Williamsburg,10-10-2016
9772539,Jeremy & Laura,Manhattan,Upper West Side,19-01-2016
9775055,Brandy,Brooklyn,Crown Heights,01-01-2016
9775146,Anu -Nicole,Brooklyn,Prospect Heights,09-05-2019
