Region,Country,Item Type,Sales Channel,Order Priority,Order ID,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Asia,Singapore,Fruits,Online,H,366796863,2198,9.33,6.92,20507.34,15210.16,5297.18
Europe,Finland,Fruits,Online,C,820801293,2198,9.33,6.92,20507.34,15210.16,5297.18
Australia and Oceania,Australia,Fruits,Offline,M,446885478,2199,9.33,6.92,20516.67,15217.08,5299.59
Europe,France,Fruits,Online,L,490342843,2199,9.33,6.92,20516.67,15217.08,5299.59
Australia and Oceania,New Zealand,Fruits,Online,L,123253142,2199,9.33,6.92,20516.67,15217.08,5299.59
Australia and Oceania,Marshall Islands,Fruits,Offline,M,404610860,2200,9.33,6.92,20526,15224,5302
Europe,Denmark,Fruits,Online,M,771700561,2200,9.33,6.92,20526,15224,5302
Middle East and North Africa,Afghanistan,Fruits,Offline,C,282247626,2200,9.33,6.92,20526,15224,5302
Sub-Saharan Africa,Madagascar,Fruits,Offline,C,161067140,2201,9.33,6.92,20535.33,15230.92,5304.41
Australia and Oceania,Palau,Fruits,Online,H,362336242,2201,9.33,6.92,20535.33,15230.92,5304.41
Europe,Iceland,Fruits,Online,M,117609775,2201,9.33,6.92,20535.33,15230.92,5304.41
Central America and the Caribbean,El Salvador,Fruits,Online,H,283430373,2201,9.33,6.92,20535.33,15230.92,5304.41
Europe,Kosovo,Fruits,Offline,L,405793607,2201,9.33,6.92,20535.33,15230.92,5304.41
Europe,Latvia,Fruits,Offline,M,975335156,2202,9.33,6.92,20544.66,15237.84,5306.82
Asia,Bhutan,Fruits,Offline,H,608245456,2202,9.33,6.92,20544.66,15237.84,5306.82
Sub-Saharan Africa,Lesotho,Fruits,Offline,M,111966407,2203,9.33,6.92,20553.99,15244.76,5309.23
Central America and the Caribbean,Honduras,Fruits,Offline,C,810697305,2203,9.33,6.92,20553.99,15244.76,5309.23
Europe,Latvia,Fruits,Offline,H,644876706,2203,9.33,6.92,20553.99,15244.76,5309.23
Australia and Oceania,Papua New Guinea,Fruits,Online,C,601419341,2203,9.33,6.92,20553.99,15244.76,5309.23
Europe,Ireland,Fruits,Offline,H,356692874,2203,9.33,6.92,20553.99,15244.76,5309.23
Middle East and North Africa,Oman,Fruits,Online,M,724965322,2204,9.33,6.92,20563.32,15251.68,5311.64
Sub-Saharan Africa,Namibia,Fruits,Online,M,357875621,2204,9.33,6.92,20563.32,15251.68,5311.64
Central America and the Caribbean,Grenada,Fruits,Online,L,192055022,2204,9.33,6.92,20563.32,15251.68,5311.64
Middle East and North Africa,Somalia,Fruits,Offline,M,682690703,2205,9.33,6.92,20572.65,15258.6,5314.05
Middle East and North Africa,Lebanon,Fruits,Online,H,106323039,2205,9.33,6.92,20572.65,15258.6,5314.05
Australia and Oceania,Vanuatu,Fruits,Offline,L,228686273,2205,9.33,6.92,20572.65,15258.6,5314.05
Europe,Malta,Fruits,Online,C,272143638,2205,9.33,6.92,20572.65,15258.6,5314.05
Europe,Montenegro,Fruits,Online,H,560327470,2205,9.33,6.92,20572.65,15258.6,5314.05
Europe,Liechtenstein,Fruits,Offline,C,883959805,2205,9.33,6.92,20572.65,15258.6,5314.05
Sub-Saharan Africa,Mauritania,Fruits,Online,H,639233338,2205,9.33,6.92,20572.65,15258.6,5314.05
Asia,Cambodia,Fruits,Offline,M,186411654,2206,9.33,6.92,20581.98,15265.52,5316.46
Central America and the Caribbean,Nicaragua,Fruits,Offline,M,719321954,2206,9.33,6.92,20581.98,15265.52,5316.46
Sub-Saharan Africa,Mauritania,Fruits,Online,C,308774888,2206,9.33,6.92,20581.98,15265.52,5316.46
Asia,Indonesia,Fruits,Online,L,474595487,2206,9.33,6.92,20581.98,15265.52,5316.46
Asia,South Korea,Fruits,Online,L,762779319,2206,9.33,6.92,20581.98,15265.52,5316.46
Middle East and North Africa,Somalia,Fruits,Offline,H,352232253,2206,9.33,6.92,20581.98,15265.52,5316.46
Sub-Saharan Africa,Botswana,Fruits,Online,M,965231168,2207,9.33,6.92,20591.31,15272.44,5318.87
Asia,South Korea,Fruits,Online,L,432320868,2207,9.33,6.92,20591.31,15272.44,5318.87
Europe,Serbia,Fruits,Offline,C,475778234,2207,9.33,6.92,20591.31,15272.44,5318.87
Asia,Philippines,Fruits,Offline,L,678230082,2208,9.33,6.92,20600.64,15279.36,5321.28
Sub-Saharan Africa,South Sudan,Fruits,Offline,C,512409484,2208,9.33,6.92,20600.64,15279.36,5321.28
Sub-Saharan Africa,Nigeria,Fruits,Offline,L,836041820,2208,9.33,6.92,20600.64,15279.36,5321.28
Sub-Saharan Africa,Senegal,Fruits,Offline,L,224225652,2208,9.33,6.92,20600.64,15279.36,5321.28
Europe,Slovakia,Fruits,Offline,L,145319783,2208,9.33,6.92,20600.64,15279.36,5321.28
Europe,Slovenia,Fruits,Offline,L,714861333,2209,9.33,6.92,20609.97,15286.28,5323.69
Sub-Saharan Africa,Burkina Faso,Fruits,Online,H,304314267,2209,9.33,6.92,20609.97,15286.28,5323.69
Sub-Saharan Africa,Togo,Fruits,Online,C,470134866,2209,9.33,6.92,20609.97,15286.28,5323.69
Asia,Laos,Fruits,Online,H,671403968,2209,9.33,6.92,20609.97,15286.28,5323.69
Europe,Bosnia and Herzegovina,Fruits,Online,H,225408399,2209,9.33,6.92,20609.97,15286.28,5323.69
Sub-Saharan Africa,Sierra Leone,Fruits,Offline,M,463308751,2210,9.33,6.92,20619.3,15293.2,5326.1
Sub-Saharan Africa,Togo,Fruits,Online,L,139676415,2210,9.33,6.92,20619.3,15293.2,5326.1
Asia,Singapore,Fruits,Offline,H,917313182,2210,9.33,6.92,20619.3,15293.2,5326.1
Europe,Ukraine,Fruits,Online,M,672586715,2210,9.33,6.92,20619.3,15293.2,5326.1
Asia,Laos,Fruits,Online,C,340945518,2210,9.33,6.92,20619.3,15293.2,5326.1
Asia,Thailand,Fruits,Online,M,305497014,2210,9.33,6.92,20619.3,15293.2,5326.1
Europe,Bulgaria,Fruits,Offline,L,464491498,2211,9.33,6.92,20628.63,15300.12,5328.51
Sub-Saharan Africa,Central African Republic,Fruits,Offline,L,831581199,2211,9.33,6.92,20628.63,15300.12,5328.51
Sub-Saharan Africa,Swaziland,Fruits,Online,H,421034133,2211,9.33,6.92,20628.63,15300.12,5328.51
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,C,507948863,2211,9.33,6.92,20628.63,15300.12,5328.51
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,M,955127179,2212,9.33,6.92,20637.96,15307.04,5330.92
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Offline,L,789306581,2212,9.33,6.92,20637.96,15307.04,5330.92
Europe,United Kingdom,Fruits,Online,H,911669814,2212,9.33,6.92,20637.96,15307.04,5330.92
Central America and the Caribbean,The Bahamas,Fruits,Offline,M,588037478,2212,9.33,6.92,20637.96,15307.04,5330.92
Asia,Sri Lanka,Fruits,Offline,C,256396281,2212,9.33,6.92,20637.96,15307.04,5330.92
Europe,Denmark,Fruits,Offline,L,422216880,2212,9.33,6.92,20637.96,15307.04,5330.92
Europe,Georgia,Fruits,Offline,L,710400712,2212,9.33,6.92,20637.96,15307.04,5330.92
Central America and the Caribbean,The Bahamas,Fruits,Offline,H,257579028,2213,9.33,6.92,20647.29,15313.96,5333.33
Sub-Saharan Africa,Ghana,Fruits,Online,L,135215795,2213,9.33,6.92,20647.29,15313.96,5333.33
Asia,Turkmenistan,Fruits,Online,L,214121663,2213,9.33,6.92,20647.29,15313.96,5333.33
North America,Mexico,Fruits,Online,C,869395196,2213,9.33,6.92,20647.29,15313.96,5333.33
Sub-Saharan Africa,Zambia,Fruits,Online,C,948301064,2213,9.33,6.92,20647.29,15313.96,5333.33
Europe,Germany,Fruits,Online,M,949483811,2214,9.33,6.92,20656.62,15320.88,5335.74
Australia and Oceania,Papua New Guinea,Fruits,Online,H,582394111,2214,9.33,6.92,20656.62,15320.88,5335.74
Europe,Finland,Fruits,Offline,H,661299979,2214,9.33,6.92,20656.62,15320.88,5335.74
Sub-Saharan Africa,Gabon,Fruits,Online,H,986115062,2215,9.33,6.92,20665.95,15327.8,5338.15
Middle East and North Africa,Azerbaijan,Fruits,Offline,M,741388595,2215,9.33,6.92,20665.95,15327.8,5338.15
Australia and Oceania,Kiribati,Fruits,Offline,L,575567996,2215,9.33,6.92,20665.95,15327.8,5338.15
Central America and the Caribbean,Barbados,Fruits,Offline,L,496662127,2215,9.33,6.92,20665.95,15327.8,5338.15
Australia and Oceania,Tuvalu,Fruits,Online,H,540119493,2215,9.33,6.92,20665.95,15327.8,5338.15
Europe,Ireland,Fruits,Online,H,907209193,2215,9.33,6.92,20665.95,15327.8,5338.15
Middle East and North Africa,Kuwait,Fruits,Offline,L,417756259,2215,9.33,6.92,20665.95,15327.8,5338.15
Middle East and North Africa,Iraq,Fruits,Offline,M,699113976,2216,9.33,6.92,20675.28,15334.72,5340.56
Asia,Brunei,Fruits,Offline,H,497844874,2216,9.33,6.92,20675.28,15334.72,5340.56
Sub-Saharan Africa,Gabon,Fruits,Online,H,655656611,2216,9.33,6.92,20675.28,15334.72,5340.56
Australia and Oceania,Vanuatu,Fruits,Online,C,209661042,2216,9.33,6.92,20675.28,15334.72,5340.56
Europe,Italy,Fruits,Online,H,576750743,2216,9.33,6.92,20675.28,15334.72,5340.56
Central America and the Caribbean,Dominica,Fruits,Online,L,454387509,2216,9.33,6.92,20675.28,15334.72,5340.56
Central America and the Caribbean,Belize,Fruits,Offline,L,166203677,2216,9.33,6.92,20675.28,15334.72,5340.56
Middle East and North Africa,Bahrain,Fruits,Offline,M,410930144,2216,9.33,6.92,20675.28,15334.72,5340.56
Middle East and North Africa,Israel,Fruits,Offline,H,368655526,2217,9.33,6.92,20684.61,15341.64,5342.97
Middle East and North Africa,Lebanon,Fruits,Online,M,656839358,2217,9.33,6.92,20684.61,15341.64,5342.97
Europe,Italy,Fruits,Online,C,246292293,2217,9.33,6.92,20684.61,15341.64,5342.97
Central America and the Caribbean,Costa Rica,Fruits,Offline,M,735745227,2217,9.33,6.92,20684.61,15341.64,5342.97
Asia,Cambodia,Fruits,Offline,C,167386424,2217,9.33,6.92,20684.61,15341.64,5342.97
Central America and the Caribbean,Dominican Republic,Fruits,Online,M,123929059,2217,9.33,6.92,20684.61,15341.64,5342.97
Middle East and North Africa,Pakistan,Fruits,Online,H,614564740,2218,9.33,6.92,20693.94,15348.56,5345.38
Central America and the Caribbean,Panama,Fruits,Offline,M,369838273,2218,9.33,6.92,20693.94,15348.56,5345.38
Central America and the Caribbean,El Salvador,Fruits,Online,H,363012158,2219,9.33,6.92,20703.27,15355.48,5347.79
Sub-Saharan Africa,Mauritius ,Fruits,Online,C,528832757,2219,9.33,6.92,20703.27,15355.48,5347.79
Central America and the Caribbean,Panama,Fruits,Offline,M,939379823,2219,9.33,6.92,20703.27,15355.48,5347.79
Middle East and North Africa,Morocco,Fruits,Online,L,565464007,2220,9.33,6.92,20712.6,15362.4,5350.2
Asia,Japan,Fruits,Offline,L,694653356,2220,9.33,6.92,20712.6,15362.4,5350.2
Europe,Russia,Fruits,Online,L,407652270,2221,9.33,6.92,20721.93,15369.32,5352.61
Asia,Kazakhstan,Fruits,Offline,M,364194905,2221,9.33,6.92,20721.93,15369.32,5352.61
Europe,Macedonia,Fruits,Offline,M,443100774,2221,9.33,6.92,20721.93,15369.32,5352.61
Central America and the Caribbean,Trinidad and Tobago,Fruits,Offline,H,897105205,2221,9.33,6.92,20721.93,15369.32,5352.61
Asia,Myanmar,Fruits,Online,M,610104119,2222,9.33,6.92,20731.26,15376.24,5355.02
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Offline,C,278462922,2222,9.33,6.92,20731.26,15376.24,5355.02
Sub-Saharan Africa,Seychelles ,Fruits,Offline,L,444283521,2222,9.33,6.92,20731.26,15376.24,5355.02
Central America and the Caribbean,Jamaica,Fruits,Online,C,890279090,2222,9.33,6.92,20731.26,15376.24,5355.02
Europe,Albania,Fruits,Offline,C,199557054,2222,9.33,6.92,20731.26,15376.24,5355.02
Sub-Saharan Africa,Sudan,Fruits,Offline,C,732467353,2222,9.33,6.92,20731.26,15376.24,5355.02
Europe,Portugal,Fruits,Online,H,358551537,2223,9.33,6.92,20740.59,15383.16,5357.43
Asia,Malaysia,Fruits,Online,H,891461837,2223,9.33,6.92,20740.59,15383.16,5357.43
Asia,Myanmar,Fruits,Online,H,279645669,2223,9.33,6.92,20740.59,15383.16,5357.43
Sub-Saharan Africa,Angola,Fruits,Offline,C,236188304,2223,9.33,6.92,20740.59,15383.16,5357.43
Europe,Spain,Fruits,Offline,M,934919202,2223,9.33,6.92,20740.59,15383.16,5357.43
Sub-Saharan Africa,Burundi,Fruits,Online,C,524372136,2223,9.33,6.92,20740.59,15383.16,5357.43
Middle East and North Africa,United Arab Emirates,Fruits,Offline,M,150456321,2224,9.33,6.92,20749.92,15390.08,5359.84
Europe,Spain,Fruits,Offline,M,604460752,2224,9.33,6.92,20749.92,15390.08,5359.84
Sub-Saharan Africa,Burundi,Fruits,Online,C,193913686,2224,9.33,6.92,20749.92,15390.08,5359.84
Europe,Croatia,Fruits,Online,C,115007817,2224,9.33,6.92,20749.92,15390.08,5359.84
Sub-Saharan Africa,Swaziland,Fruits,Offline,M,971550452,2224,9.33,6.92,20749.92,15390.08,5359.84
Europe,Croatia,Fruits,Online,L,684549367,2225,9.33,6.92,20759.25,15397,5362.25
Europe,United Kingdom,Fruits,Offline,H,562186133,2225,9.33,6.92,20759.25,15397,5362.25
Sub-Saharan Africa,South Africa,Fruits,Offline,H,352908170,2225,9.33,6.92,20759.25,15397,5362.25
Sub-Saharan Africa,Zambia,Fruits,Online,M,929275834,2225,9.33,6.92,20759.25,15397,5362.25
Europe,Belgium,Fruits,Online,M,396365535,2225,9.33,6.92,20759.25,15397,5362.25
Australia and Oceania,Fiji,Fruits,Online,M,317459666,2225,9.33,6.92,20759.25,15397,5362.25
Asia,Taiwan,Fruits,Offline,C,806912600,2225,9.33,6.92,20759.25,15397,5362.25
Sub-Saharan Africa,Cape Verde,Fruits,Online,M,432996785,2226,9.33,6.92,20768.58,15403.92,5364.66
Europe,Bosnia and Herzegovina,Fruits,Online,M,965907084,2226,9.33,6.92,20768.58,15403.92,5364.66
Europe,Slovakia,Fruits,Offline,C,555360019,2226,9.33,6.92,20768.58,15403.92,5364.66
Asia,Philippines,Fruits,Offline,L,188270318,2226,9.33,6.92,20768.58,15403.92,5364.66
North America,United States of America,Fruits,Online,C,189453065,2227,9.33,6.92,20777.91,15410.84,5367.07
Europe,Bosnia and Herzegovina,Fruits,Online,H,635448634,2227,9.33,6.92,20777.91,15410.84,5367.07
Asia,Tajikistan,Fruits,Offline,L,145995700,2227,9.33,6.92,20777.91,15410.84,5367.07
Europe,Switzerland,Fruits,Offline,L,513085401,2227,9.33,6.92,20777.91,15410.84,5367.07
Australia and Oceania,Kiribati,Fruits,Online,H,556542766,2227,9.33,6.92,20777.91,15410.84,5367.07
Europe,Czech Republic,Fruits,Offline,C,593174016,2228,9.33,6.92,20787.24,15417.76,5369.48
North America,United States of America,Fruits,Online,L,758994615,2228,9.33,6.92,20787.24,15417.76,5369.48
Asia,Thailand,Fruits,Offline,M,715537250,2228,9.33,6.92,20787.24,15417.76,5369.48
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,M,594356763,2229,9.33,6.92,20796.57,15424.68,5371.89
Europe,France,Fruits,Offline,C,550899398,2229,9.33,6.92,20796.57,15424.68,5371.89
Australia and Oceania,Solomon Islands,Fruits,Offline,C,471993529,2229,9.33,6.92,20796.57,15424.68,5371.89
Sub-Saharan Africa,Equatorial Guinea,Fruits,Offline,H,917989099,2229,9.33,6.92,20796.57,15424.68,5371.89
Central America and the Caribbean,Belize,Fruits,Offline,L,716719996,2229,9.33,6.92,20796.57,15424.68,5371.89
Central America and the Caribbean,Costa Rica,Fruits,Offline,M,386261546,2230,9.33,6.92,20805.9,15431.6,5374.3
Australia and Oceania,Federated States of Micronesia,Fruits,Offline,M,465167415,2230,9.33,6.92,20805.9,15431.6,5374.3
Middle East and North Africa,Egypt,Fruits,Online,H,630988013,2230,9.33,6.92,20805.9,15431.6,5374.3
Middle East and North Africa,Libya,Fruits,Offline,M,876897227,2231,9.33,6.92,20815.23,15438.52,5376.71
Europe,Luxembourg,Fruits,Online,C,754533994,2231,9.33,6.92,20815.23,15438.52,5376.71
Central America and the Caribbean,Cuba,Fruits,Offline,M,955803096,2231,9.33,6.92,20815.23,15438.52,5376.71
Europe,Germany,Fruits,Offline,L,789982497,2231,9.33,6.92,20815.23,15438.52,5376.71
Sub-Saharan Africa,Kenya,Fruits,Online,C,833439862,2231,9.33,6.92,20815.23,15438.52,5376.71
Australia and Oceania,Tonga,Fruits,Offline,L,711076629,2231,9.33,6.92,20815.23,15438.52,5376.71
Europe,Kosovo,Fruits,Online,C,466350162,2231,9.33,6.92,20815.23,15438.52,5376.71
Middle East and North Africa,Morocco,Fruits,Offline,H,546438777,2232,9.33,6.92,20824.56,15445.44,5379.12
Sub-Saharan Africa,Mozambique,Fruits,Offline,C,179349076,2232,9.33,6.92,20824.56,15445.44,5379.12
Central America and the Caribbean,Cuba,Fruits,Offline,H,625344645,2232,9.33,6.92,20824.56,15445.44,5379.12
Middle East and North Africa,Qatar,Fruits,Online,H,834622609,2232,9.33,6.92,20824.56,15445.44,5379.12
Sub-Saharan Africa,Malawi,Fruits,Offline,C,791165244,2232,9.33,6.92,20824.56,15445.44,5379.12
Sub-Saharan Africa,Rwanda,Fruits,Online,C,137074458,2233,9.33,6.92,20833.89,15452.36,5381.53
Central America and the Caribbean,Grenada,Fruits,Online,H,583070027,2233,9.33,6.92,20833.89,15452.36,5381.53
Europe,Macedonia,Fruits,Offline,L,993617093,2233,9.33,6.92,20833.89,15452.36,5381.53
Asia,Brunei,Fruits,Online,M,338343560,2233,9.33,6.92,20833.89,15452.36,5381.53
Sub-Saharan Africa,Mauritania,Fruits,Offline,M,130248343,2234,9.33,6.92,20843.22,15459.28,5383.94
Europe,Portugal,Fruits,Online,L,339526307,2234,9.33,6.92,20843.22,15459.28,5383.94
Asia,Brunei,Fruits,Online,H,907885110,2234,9.33,6.92,20843.22,15459.28,5383.94
Europe,Netherlands,Fruits,Offline,H,620884025,2235,9.33,6.92,20852.55,15466.2,5386.35
Asia,Malaysia,Fruits,Offline,H,541978156,2235,9.33,6.92,20852.55,15466.2,5386.35
Middle East and North Africa,Somalia,Fruits,Online,L,743247258,2235,9.33,6.92,20852.55,15466.2,5386.35
Sub-Saharan Africa,Benin,Fruits,Offline,C,786704623,2235,9.33,6.92,20852.55,15466.2,5386.35
Sub-Saharan Africa,Benin,Fruits,Offline,C,456246173,2236,9.33,6.92,20861.88,15473.12,5388.76
Europe,Andorra,Fruits,Offline,L,989156472,2236,9.33,6.92,20861.88,15473.12,5388.76
Sub-Saharan Africa,Niger,Fruits,Offline,H,657515275,2236,9.33,6.92,20861.88,15473.12,5388.76
Sub-Saharan Africa,Cameroon,Fruits,Offline,C,744430005,2236,9.33,6.92,20861.88,15473.12,5388.76
Europe,Netherlands,Fruits,Offline,H,290425574,2236,9.33,6.92,20861.88,15473.12,5388.76
Sub-Saharan Africa,Nigeria,Fruits,Online,C,327056825,2237,9.33,6.92,20871.21,15480.04,5391.17
Europe,Norway,Fruits,Offline,C,859967124,2237,9.33,6.92,20871.21,15480.04,5391.17
Middle East and North Africa,Yemen,Fruits,Offline,M,370514190,2237,9.33,6.92,20871.21,15480.04,5391.17
Sub-Saharan Africa,South Sudan,Fruits,Online,H,903424489,2237,9.33,6.92,20871.21,15480.04,5391.17
Sub-Saharan Africa,Senegal,Fruits,Online,H,615240657,2237,9.33,6.92,20871.21,15480.04,5391.17
Sub-Saharan Africa,Comoros,Fruits,Online,L,371696937,2238,9.33,6.92,20880.54,15486.96,5393.58
Europe,Switzerland,Fruits,Offline,H,494060170,2238,9.33,6.92,20880.54,15486.96,5393.58
Europe,Slovenia,Fruits,Online,L,775417888,2239,9.33,6.92,20889.87,15493.88,5395.99
Asia,Tajikistan,Fruits,Offline,L,696512019,2239,9.33,6.92,20889.87,15493.88,5395.99
Europe,Russia,Fruits,Online,L,487234055,2239,9.33,6.92,20889.87,15493.88,5395.99
Europe,Czech Republic,Fruits,Online,M,574148786,2239,9.33,6.92,20889.87,15493.88,5395.99
North America,Canada,Fruits,Offline,C,121327102,2240,9.33,6.92,20899.2,15500.8,5398.4
Australia and Oceania,Australia,Fruits,Offline,C,488416802,2240,9.33,6.92,20899.2,15500.8,5398.4
Sub-Saharan Africa,Burundi,Fruits,Offline,H,934412372,2240,9.33,6.92,20899.2,15500.8,5398.4
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits,Online,H,280321586,2241,9.33,6.92,20908.53,15507.72,5400.81
Sub-Saharan Africa,Zambia,Fruits,Offline,L,769774520,2241,9.33,6.92,20908.53,15507.72,5400.81
Australia and Oceania,Marshall Islands,Fruits,Online,C,446142184,2241,9.33,6.92,20908.53,15507.72,5400.81
Sub-Saharan Africa,Eritrea,Fruits,Offline,H,238046967,2242,9.33,6.92,20917.86,15514.64,5403.22
Asia,Taiwan,Fruits,Offline,H,316952836,2242,9.33,6.92,20917.86,15514.64,5403.22
Australia and Oceania,Fiji,Fruits,Online,L,727499902,2242,9.33,6.92,20917.86,15514.64,5403.22
Middle East and North Africa,Algeria,Fruits,Offline,M,893320500,2242,9.33,6.92,20917.86,15514.64,5403.22
North America,Mexico,Fruits,Online,M,360410201,2242,9.33,6.92,20917.86,15514.64,5403.22
Europe,Croatia,Fruits,Online,L,194589602,2242,9.33,6.92,20917.86,15514.64,5403.22
North America,Mexico,Fruits,Online,H,929951751,2243,9.33,6.92,20927.19,15521.56,5405.63
Sub-Saharan Africa,Cote d'Ivoire,Fruits,Offline,L,519404685,2243,9.33,6.92,20927.19,15521.56,5405.63
Central America and the Caribbean,Cuba,Fruits,Online,M,606319415,2244,9.33,6.92,20936.52,15528.48,5408.04
Middle East and North Africa,Algeria,Fruits,Offline,H,562862050,2244,9.33,6.92,20936.52,15528.48,5408.04
Middle East and North Africa,Azerbaijan,Fruits,Online,C,232403600,2245,9.33,6.92,20945.85,15535.4,5410.45
Central America and the Caribbean,Dominica,Fruits,Offline,H,275860965,2245,9.33,6.92,20945.85,15535.4,5410.45
Sub-Saharan Africa,Lesotho,Fruits,Online,C,153497731,2245,9.33,6.92,20945.85,15535.4,5410.45
Asia,Uzbekistan,Fruits,Offline,L,844219768,2245,9.33,6.92,20945.85,15535.4,5410.45
Sub-Saharan Africa,Guinea,Fruits,Offline,L,765313899,2245,9.33,6.92,20945.85,15535.4,5410.45
Sub-Saharan Africa,Ethiopia,Fruits,Offline,L,477130067,2245,9.33,6.92,20945.85,15535.4,5410.45
Middle East and North Africa,Kuwait,Fruits,Online,H,808771264,2245,9.33,6.92,20945.85,15535.4,5410.45
Australia and Oceania,Tuvalu,Fruits,Offline,M,931134498,2245,9.33,6.92,20945.85,15535.4,5410.45
Australia and Oceania,Samoa ,Fruits,Offline,M,642950665,2245,9.33,6.92,20945.85,15535.4,5410.45
Europe,Greece,Fruits,Offline,M,679581916,2246,9.33,6.92,20955.18,15542.32,5412.86
Sub-Saharan Africa,Gabon,Fruits,Offline,M,146671617,2246,9.33,6.92,20955.18,15542.32,5412.86
Australia and Oceania,Vanuatu,Fruits,Offline,M,600676047,2246,9.33,6.92,20955.18,15542.32,5412.86
Central America and the Caribbean,Dominica,Fruits,Offline,H,845402514,2246,9.33,6.92,20955.18,15542.32,5412.86
Middle East and North Africa,Oman,Fruits,Offline,H,766496646,2246,9.33,6.92,20955.18,15542.32,5412.86
Sub-Saharan Africa,Guinea-Bissau,Fruits,Online,M,104396998,2247,9.33,6.92,20964.51,15549.24,5415.27
Sub-Saharan Africa,Mauritania,Fruits,Online,L,680764663,2247,9.33,6.92,20964.51,15549.24,5415.27
Middle East and North Africa,Lebanon,Fruits,Offline,L,147854363,2247,9.33,6.92,20964.51,15549.24,5415.27
Central America and the Caribbean,Belize,Fruits,Online,L,226760232,2247,9.33,6.92,20964.51,15549.24,5415.27
Europe,Malta,Fruits,Online,M,313674962,2247,9.33,6.92,20964.51,15549.24,5415.27
Australia and Oceania,Vanuatu,Fruits,Offline,H,270217597,2247,9.33,6.92,20964.51,15549.24,5415.27
Europe,Hungary,Fruits,Offline,H,349123466,2247,9.33,6.92,20964.51,15549.24,5415.27
Europe,Netherlands,Fruits,Offline,M,271400344,2248,9.33,6.92,20973.84,15556.16,5417.68
Europe,Kosovo,Fruits,Online,H,306848847,2248,9.33,6.92,20973.84,15556.16,5417.68
Australia and Oceania,Solomon Islands,Fruits,Offline,C,551575314,2248,9.33,6.92,20973.84,15556.16,5417.68
Central America and the Caribbean,Haiti,Fruits,Offline,C,472669446,2248,9.33,6.92,20973.84,15556.16,5417.68
Europe,Lithuania,Fruits,Online,H,595032680,2248,9.33,6.92,20973.84,15556.16,5417.68
Asia,Kyrgyzstan,Fruits,Offline,H,473852193,2249,9.33,6.92,20983.17,15563.08,5420.09
Asia,Bangladesh,Fruits,Offline,L,509300696,2249,9.33,6.92,20983.17,15563.08,5420.09
Europe,Kosovo,Fruits,Online,C,876390397,2249,9.33,6.92,20983.17,15563.08,5420.09
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Online,C,718578660,2249,9.33,6.92,20983.17,15563.08,5420.09
Europe,Luxembourg,Fruits,Online,C,264574229,2249,9.33,6.92,20983.17,15563.08,5420.09
Asia,China,Fruits,Online,L,467026078,2250,9.33,6.92,20992.5,15570,5422.5
Europe,Russia,Fruits,Offline,H,798667275,2250,9.33,6.92,20992.5,15570,5422.5
Central America and the Caribbean,Honduras,Fruits,Offline,M,711752545,2250,9.33,6.92,20992.5,15570,5422.5
Europe,Norway,Fruits,Offline,H,510483443,2250,9.33,6.92,20992.5,15570,5422.5
Middle East and North Africa,Yemen,Fruits,Online,L,921030509,2250,9.33,6.92,20992.5,15570,5422.5
Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,Online,L,999936378,2250,9.33,6.92,20992.5,15570,5422.5
Asia,Kyrgyzstan,Fruits,Offline,C,143393743,2250,9.33,6.92,20992.5,15570,5422.5
Middle East and North Africa,Qatar,Fruits,Offline,M,344662845,2250,9.33,6.92,20992.5,15570,5422.5
Asia,Bhutan,Fruits,Online,L,178842246,2250,9.33,6.92,20992.5,15570,5422.5
Asia,Mongolia,Fruits,Offline,C,101119124,2251,9.33,6.92,21001.83,15576.92,5424.91
Europe,Albania,Fruits,Online,M,590572059,2251,9.33,6.92,21001.83,15576.92,5424.91
Asia,Laos,Fruits,Offline,L,712935292,2251,9.33,6.92,21001.83,15576.92,5424.91
Europe,Monaco,Fruits,Offline,L,791841161,2251,9.33,6.92,21001.83,15576.92,5424.91
Sub-Saharan Africa,Sudan,Fruits,Online,H,223482358,2251,9.33,6.92,21001.83,15576.92,5424.91
Sub-Saharan Africa,Angola,Fruits,Online,M,627203309,2252,9.33,6.92,21011.16,15583.84,5427.32
Europe,Portugal,Fruits,Offline,L,749566543,2252,9.33,6.92,21011.16,15583.84,5427.32
Sub-Saharan Africa,Burundi,Fruits,Offline,M,915387141,2252,9.33,6.92,21011.16,15583.84,5427.32
Sub-Saharan Africa,Sierra Leone,Fruits,Online,C,504840075,2252,9.33,6.92,21011.16,15583.84,5427.32
Middle East and North Africa,Turkey,Fruits,Online,H,871929776,2252,9.33,6.92,21011.16,15583.84,5427.32
Asia,Sri Lanka,Fruits,Online,L,628386056,2253,9.33,6.92,21020.49,15590.76,5429.73
Sub-Saharan Africa,Burundi,Fruits,Offline,H,584928691,2253,9.33,6.92,21020.49,15590.76,5429.73
