DATE,MATRIX,STATE,INSTRUMENT,CAS NUMBER,SUBSTANCE,RESULTS,UNIT,INTERVAL
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Mississippi,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,9.7,ug/m3,1-Hour AVG
MaPy 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,17.5,ug/m3,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,aLLiLiiai,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,12.1,ug/m3,1-Hour AVG
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,2.3,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,12.9,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,15.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,19.9,ug/m3,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,20,ug/m3,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Florida,DataRam,N/A,PM10,11.6,ug/m3,1-Hour Avg
May 22 2010,Air,Alabama,DataRam 4,N/A,PM10,14.5,ug/m3,1-Hour Avg
,Air,Florida,AreaRae,N/A,H2S,,,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,9.6,ug/m3,1-Hour AVG
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,0.9,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,29.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,22.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,7.3,ug_mi,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
2 020y2 aM1,Air,,AreaRae,N/A,VOC,,ppm," 1A1HH1rAu"
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,19.9,ug/m3,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,25.6,ug/m3,1-Hour Avg
,Air,,AreaRae,N/A,VOC,,ppm," 1r-1ggg-u"
May 22 2010,Air,Florida,DataRam,N/A,PM10,37.9,ug/m3,1-Hour Avg
May 22 2010,Air,Alabama,DataRam 4,N/A,PM10,14.7,ug/m3,1-Hour Avg
May 22 2010,Air,,,N/A,VOC,0.2,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,DataRam 4,N/A,PM10,14.1,ug/m3,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,10,ug/m3,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,51,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,8.5,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Florida,DataRam,N/A,PM10,45.2,ug/m3,1-Hour Avg
May 22 2010,Air,Alabama,DataRam 4,N/A,PM10,18.9,ug/m3,1-Hour Avg
May 22 2010,Air,,DataRam 4,N/A,PM10,14.4,ug/m3,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,,,,,VOC,0.1,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,11,ug/m3,1-Hour AVG
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,18.2,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,26,ug/m3,1-Hour Avg
May 22 2010,AiA,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,delhi,AreaRae,N/A,VOC,0.5,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,H2S,0.1,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,H2S,0.1,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,6.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,12.5,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,9.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,33.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,15.4,ug/m3,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,DataRam 4,N/A,PM10,14.6,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Alabama,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,2,ppm,1-Hour Avg
May 22 2010,,Louisiana,EBAM,N/A,PM10,16.3,3/3gu,1-Hour Avg
May 22 2010,Air,,MultiRae,,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,1.1,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,13.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,7.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,16.2,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,16.6,ug/m3,1-Hour Avg
May 22 2010,Air,,MultiRae,,VOC,,ppm,1-Hour Avg
,Air,Louisiana,EBAM,N/A,PM10,11.3,ug/m3,1--vroAu v
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,10.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,DataRam 4,N/A,PM10,15.9,ug/m3,1-Hour Avg
,Air,,AreaRae,4N/A,H2S,,ppm,
May 22 2010,Air,,,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
200a 2 1yM2,rAA,Louisiana,,,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,VOC,0.1,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,22,ug/m3,1-Hour Avg
,Air,,MultiRae,,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,15.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,28.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,3.6,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,gouor11-o1
May 22 2010,Air,,,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,VOC,,ppm,1-Hour Avg
May 22 2010,,Louisiana,EBAM,N/A,PM10,,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,4.5,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,77.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,0.0,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,27.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2J010,,Louisiana,MultiRae,,H2S,,mpm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,120.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,40,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,10.7,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,1.5,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,,VOC,,ppm,1-Hour Avg
,Air,uisinsLia,MultiRae,N/A,H2S,,mpp,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,29.6,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,1.5,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,delhi,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,18.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,11.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,21.7,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,0.2,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,1.1,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,39.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,17,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,58.7,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,20.2,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,25.6,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,3,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,30.6,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,0.1,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,18.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,14.8,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,46.2,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,AKr,,eeraeee,N/A,H2S,,,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,47.7,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,0.1,ppm,1-Hour Avg
May 22 2010,,Louisiana,EBAM,N/A,PM10,12.8,ug/m3,1-Hour Avg
May 22 2010,Air,1-Hour Avg,EBAM,N/A,PM10,39.4,ug/m3,Louisiana
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,14.6,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,14.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,23.5,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,16.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
,Air,Louisiana,EBAM,N/A,PM10,,ug/m'3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,11.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,40,ug/m3,1-Hour Avg
May 22 2010,iAr,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,13.9,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,0.7,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,22.1,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,16.1,ug/m3,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,25.7,ug/m3,1-Hour Avg
May 22M2010,,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,20,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,52.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,16.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,28.9,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,0.1,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,26.8,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,21,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,15.9,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,0.4,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,12.4,ug/m3,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,30.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,22.2,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,34.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,12.4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,4,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,0.4,ppm,1-Hour Avg
May 22 2010,Air,,EBAM,N/A,PM10,32.3,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,33.9,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,0.3,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,13.7,ug/m3,1-Hour Avg
May 22 2010,Air,berlin,EBAM,N/A,PM10,20.2,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,125.1,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 22 2010,Air,Louisiana,EBAM,N/A,PM10,7,ug/m3,1-Hour Avg
May 22 2010,Air,Louisiana,BMEA,N/A,PM10,59.1,ug/m3,1-Hour Avg
May 22 2010,Air,,AreaRae,N/A,H2S,,ppm,1-Hour Avg
" yM 202120a",iAr,Louisiana,AreaRae,N/A,VOC,,,1-Hour Avg
May 22 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,,MultiRae,N/A,VOC,2.6,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,MultiRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,,EBAM,N/A,PM10,48.1,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,32.6,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,14.9,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,AreaRae,N/A,VOC,0.1,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,51.7,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,21.6,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,17.8,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,11.8,ug/m3,1-Hour Avg
May 21 2010,,Louisiana,MultiRae,N/A,VOC,,,1-$our Avg
May 21 2010,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
" 2 a20a1a 1",Air,,MultiRae,N/A,VOC,2.6,ppm,
May 21 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,26.8,ug/m3,1-Hour Avg
,Air,Louisiana,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,,MultiRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,22.8,ug/m3,1-Hour Avg
May 21 2010,Air,Florida,AreaRae,N/A,H2S,,ppm,1-Hour Avg
May 21 2010,Air,Florida,DataRam,N/A,PM10,21.6,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,16.7,ug/m3,1-Hour Avg
May 21 2010,Air,Louisiana,EBAM,N/A,PM10,74.3,ug/m3,1-Hour Avg
May 21 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
May 21 2010,Air,Florida,AreaRae,N/A,VOC,,ppm,1-Hour Avg
a221210102a,sir,,AreaRae,N/A,VOC,0.3,ppm,1-Hour Avg
May 21 2010,Air,,EBAM,N/A,PM10,58.9,ug/m3,1-Hour Avg
