Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,WindGustDir,WindGustSpeed,WindDir9am,WindSpeed9am,Humidity9am,Pressure9am,Cloud9am,Temp9am,RainToday,RISK_MM,RainTomorrow
02-01-2014,Melbourne,15.2,23.6,4.8,5.8,SE,39,SW,26,98,1008.7,6,17.4,Yes,0,No
05-01-2014,Melbourne,10.9,26.7,NA,5.8,SW,78,NNW,26,49,1006.8,NA,16.9,NA,1.4,Yes
06-01-2014,Melbourne,12.7,20.2,1.4,11.2,SW,57,SW,33,54,1015.1,6,15,Yes,0,No
07-01-2014,Melbourne,14,20.8,0,6.6,SSE,54,S,28,52,1024,7,15.7,No,0,No
08-01-2014,Melbourne,11.7,27.5,0,5,SSE,48,WSW,6,58,1022.7,4,15.3,No,0,No
09-01-2014,Melbourne,14.3,33.3,0,8,NNW,48,W,4,64,1020.6,3,18.3,No,0,No
10-01-2014,Melbourne,18.3,34.7,0,12.8,N,61,N,43,48,1018.2,4,24.8,No,0,No
11-01-2014,Melbourne,17.8,22.7,0,12.2,S,35,S,13,80,1019.6,NA,18.2,No,0,No
12-01-2014,Melbourne,16.5,22.8,0,5.4,S,35,S,19,67,1022.1,NA,17.8,No,0,No
13-01-2014,Melbourne,15.2,31.1,0,6.4,SSE,31,N,9,71,1018.3,NA,18.4,No,0,No
14-01-2014,Melbourne,18.3,42.8,0,10.2,WNW,72,N,52,31,1013,0,31.1,No,0,No
15-01-2014,Melbourne,28.6,41.7,0,22.8,WNW,70,N,26,25,1014.1,6,35.2,No,0,No
16-01-2014,Melbourne,27,43.9,0,13,N,39,N,19,35,1014.7,1,31.8,No,1.2,Yes
19-01-2014,Melbourne,16.2,22.8,NA,6.6,S,46,S,26,61,1014.7,NA,17.2,NA,0.4,No
20-01-2014,Melbourne,17,24.8,0.4,7.8,S,46,SSE,24,69,1011.5,7,20.2,No,0,No
21-01-2014,Melbourne,16.8,23.7,0,7.4,SSE,48,SSW,20,66,1013,7,18,No,0,No
22-01-2014,Melbourne,16.2,24.3,0,7.2,SSE,41,SSE,31,53,1021,5,18.1,No,0,No
23-01-2014,Melbourne,13.6,30.4,0,7.4,N,46,WSW,9,58,1020.3,0,17.3,No,1.2,Yes
28-01-2014,Melbourne,24.5,42,NA,20,N,70,N,46,24,1013.3,1,29.7,NA,4.6,Yes
29-01-2014,Melbourne,18.4,25.1,4.6,16.8,SSW,46,SSE,26,70,1018.3,8,18.6,Yes,0,No
30-01-2014,Melbourne,16,30,0,6.8,S,31,WNW,9,70,1016.1,7,18.7,No,0,No
31-01-2014,Melbourne,18.6,27,0,7.2,S,35,S,13,74,1013.8,7,21.3,No,0,No
01-02-2014,Melbourne,18.6,30.2,0,8,W,28,SW,7,79,1011.5,NA,20.3,No,0,No
02-02-2014,Melbourne,18.3,39,0,8.8,SE,31,NNE,7,67,1010.9,NA,22.8,No,0,No
03-02-2014,Melbourne,22.7,34,0,14.2,SW,57,NNW,30,33,1006.6,7,30.5,No,0.6,No
04-02-2014,Melbourne,14.8,26.2,0.6,7.6,SE,59,SSE,33,58,1022.3,5,17.5,No,0,No
05-02-2014,Melbourne,13.9,31.1,0,9.4,SE,39,ESE,7,53,1021.4,0,17.9,No,0,No
06-02-2014,Melbourne,17.4,35.6,0,10.4,N,67,N,50,37,1015.7,6,22.9,No,0,No
07-02-2014,Melbourne,22.9,36.6,0,15.4,N,65,N,46,29,1010.6,5,29,No,0,No
08-02-2014,Melbourne,18.6,41,0,12.6,SE,44,SSW,7,68,1012.6,NA,22.6,No,0,No
09-02-2014,Melbourne,22.2,40.4,0,18.4,WNW,81,N,39,15,1006.7,NA,32.2,No,0,No
10-02-2014,Melbourne,15.9,24.9,0,13.8,SSE,41,SSE,28,53,1020.4,2,19,No,0,No
11-02-2014,Melbourne,14.6,27,0,8.2,SSE,31,SSW,17,67,1015.7,1,17.3,No,0,No
12-02-2014,Melbourne,17.1,27.2,0,6.4,S,33,W,15,80,1014.1,7,19,No,0,No
13-02-2014,Melbourne,18.9,26.9,0,4.8,S,24,WSW,7,75,1012.7,8,22.1,No,0,No
16-02-2014,Melbourne,17.1,24.1,NA,2.6,S,50,SSW,26,89,1007.4,NA,17.5,NA,14.8,Yes
17-02-2014,Melbourne,16.2,25.9,14.8,6,S,37,NNE,7,59,1014,7,17.7,Yes,0,No
18-02-2014,Melbourne,14.5,30.4,0,5.6,NNW,41,WNW,9,66,1009.9,0,18.3,No,0,No
19-02-2014,Melbourne,17.5,25.4,0,7.2,W,67,NW,13,70,999,5,19,No,9.4,Yes
20-02-2014,Melbourne,12.6,20.8,9.4,7,W,63,W,28,59,1009.1,2,14.6,Yes,0,No
23-02-2014,Melbourne,14.2,23.8,NA,3.4,S,31,SE,11,60,1023.8,NA,16.5,NA,0.6,No
24-02-2014,Melbourne,14.6,25.2,0.6,5.8,S,37,E,11,69,1021.1,7,17.7,No,0,No
25-02-2014,Melbourne,15.5,33,0,5.4,WNW,57,N,39,37,1009.6,5,25.1,No,0,No
26-02-2014,Melbourne,15.1,22.6,0,11.4,SSE,46,SW,20,82,1012.5,7,16.4,No,0.2,No
27-02-2014,Melbourne,14.4,22.3,0.2,4.4,S,48,SSW,22,76,1021.2,7,16.3,No,0,No
28-02-2014,Melbourne,13.8,23.5,0,6.4,SE,41,S,13,57,1023.5,2,16.3,No,0,No
01-03-2014,Melbourne,15.9,24.2,0,5.2,SSE,37,SSW,13,81,1022.7,NA,17.6,No,0,No
02-03-2014,Melbourne,16.9,23.4,0,4.2,SSW,37,SSE,15,73,1023.4,NA,17.7,No,0,No
03-03-2014,Melbourne,15.7,25.3,0,5.6,SSE,35,N,6,73,1025.2,7,17.2,No,0,No
04-03-2014,Melbourne,16,33.7,0,6.4,N,52,N,28,70,1022,1,19.5,No,0,No
05-03-2014,Melbourne,19.5,23,0,11.4,N,46,WSW,17,64,1015.8,7,22.9,No,0,No
06-03-2014,Melbourne,14.3,21.4,0,3.8,SE,35,SE,22,52,1020.6,3,16.6,No,0,No
07-03-2014,Melbourne,14.3,23.1,0,6.8,SSE,46,SW,13,76,1022,8,15.1,No,0,No
08-03-2014,Melbourne,15,28.4,0,3.6,S,31,SW,9,74,1021.9,NA,20.5,No,0,No
09-03-2014,Melbourne,16.5,33.1,0,5.8,N,54,N,31,55,1019.4,NA,21.4,No,0,No
10-03-2014,Melbourne,21.3,32.7,0,14.8,N,72,N,54,43,1017.8,NA,25.2,No,0,No
11-03-2014,Melbourne,19.3,31.2,0,9.4,NW,46,W,26,48,1019.3,7,23.9,No,2.2,Yes
12-03-2014,Melbourne,16.7,22.2,2.2,4.8,SW,43,SW,20,78,1020.3,7,17.2,Yes,0,No
13-03-2014,Melbourne,13.7,22.9,0,4.6,SSE,33,WSW,11,65,1020.9,7,15.8,No,0,No
16-03-2014,Melbourne,13.7,20.5,NA,8.2,WNW,70,NNW,20,60,1005.8,NA,14.4,NA,5.8,Yes
17-03-2014,Melbourne,14.2,24.9,5.8,7.2,N,54,N,35,66,1012.1,6,17.4,Yes,0,No
18-03-2014,Melbourne,15.9,25.1,0,4.6,WNW,37,NNW,17,58,1019.1,7,18.4,No,0,No
19-03-2014,Melbourne,13.7,22.7,0,4.6,SSE,33,WNW,11,68,1027.6,1,15.9,No,0,No
20-03-2014,Melbourne,11.2,30.9,0,5.4,N,52,N,30,68,1024.4,0,14.7,No,0,No
23-03-2014,Melbourne,13.9,19.3,NA,4,SSE,37,SSW,13,74,1018.9,NA,14.1,NA,4.4,Yes
24-03-2014,Melbourne,12.5,19,4.4,2.4,S,37,SSW,4,83,1020.7,7,12.5,Yes,0.8,No
25-03-2014,Melbourne,12.1,24.6,0.8,3.8,S,31,SSW,7,78,1024.1,7,14.5,No,0,No
26-03-2014,Melbourne,14.1,27,0,3.8,E,35,WNW,9,80,1025.1,3,17.3,No,4.4,Yes
27-03-2014,Melbourne,17.1,25.4,4.4,4.8,N,39,NNE,4,93,1017.4,8,17.8,Yes,7.8,Yes
30-03-2014,Melbourne,14.6,26.5,NA,4.4,SSE,26,WSW,2,90,1020.1,NA,16.6,NA,0.8,No
31-03-2014,Melbourne,16.6,30.9,0.8,2.8,N,52,N,33,72,1019.4,5,19,No,0,No
01-04-2014,Melbourne,18.9,33.4,0,9.6,N,63,N,35,56,1016.1,3,23.1,No,0,No
02-04-2014,Melbourne,23,24.9,0,15,N,72,N,35,49,1013.2,7,23.9,No,0.6,No
03-04-2014,Melbourne,15.1,18.3,0.6,2,S,37,SW,15,60,1019.9,8,17.5,No,0,No
04-04-2014,Melbourne,14.6,20.7,0,3,SSE,41,SSE,28,67,1021.9,7,15.8,No,0,No
05-04-2014,Melbourne,15,24.5,0,2.4,S,35,WSW,9,77,1021.6,NA,17.5,No,0,No
08-04-2014,Melbourne,16.6,22,NA,5.4,N,59,N,39,54,1020.1,8,20.1,NA,14.8,Yes
09-04-2014,Melbourne,16.7,18,14.8,1.8,NE,31,ENE,11,91,1019.7,8,17.4,Yes,18.6,Yes
10-04-2014,Melbourne,16.5,19.3,18.6,0.6,S,28,ENE,13,95,1013.4,8,17.5,Yes,12.8,Yes
13-04-2014,Melbourne,13,22.5,NA,2.6,S,35,S,13,78,1020.9,NA,15.2,NA,1,No
14-04-2014,Melbourne,12.5,21.1,1,2.4,S,56,SSE,22,68,1023.8,2,15.4,No,0,No
15-04-2014,Melbourne,12.6,21.9,0,3.6,S,35,S,9,67,1024,2,16.1,No,0,No
16-04-2014,Melbourne,10,22.3,0,2.8,SSE,30,N,11,86,1021.2,7,13.4,No,0,No
21-04-2014,Melbourne,12.5,18.5,NA,4.4,N,74,N,43,48,1019.4,NA,14.3,NA,8.4,Yes
22-04-2014,Melbourne,13.3,16.8,8.4,8.8,N,72,N,31,83,1015.5,8,13.3,Yes,6.6,Yes
23-04-2014,Melbourne,11.9,19.4,6.6,1.4,N,26,W,11,74,1017.1,3,13.2,Yes,0.6,No
24-04-2014,Melbourne,12.3,18.8,0.6,2.8,SW,48,W,28,83,1015.1,7,14,No,0,No
25-04-2014,Melbourne,6.5,20.9,0,4,NNE,50,N,9,76,1020.5,NA,9,No,0,No
26-04-2014,Melbourne,9,19.3,0,5.4,SW,54,NW,20,52,1011.8,NA,17.9,No,0,No
27-04-2014,Melbourne,9.5,17.6,0,3,ESE,41,SSE,11,57,1025.7,NA,12.6,No,0,No
28-04-2014,Melbourne,6.5,22.4,0,3.2,N,81,N,31,66,1020.7,7,13.9,No,0,No
29-04-2014,Melbourne,13.9,20,0,6,NA,NA,N,44,67,1009.8,8,19.6,No,13.4,Yes
30-04-2014,Melbourne,10.5,17.8,13.4,2.4,NA,NA,WSW,28,89,1017.7,7,11.4,Yes,0,No
01-05-2014,Melbourne,6.3,16.2,0,2.6,NA,NA,N,17,73,1018.6,2,9.1,No,0.2,No
04-05-2014,Melbourne,8.7,14.2,NA,2.6,SW,52,SW,30,78,1009.5,NA,10.2,NA,10.8,Yes
05-05-2014,Melbourne,9.8,16.7,10.8,0.6,W,41,NNW,22,65,1017.2,7,13,Yes,1,No
06-05-2014,Melbourne,10.7,16.5,1,1.6,SW,37,SW,20,60,1025.5,7,12.8,No,1.2,Yes
07-05-2014,Melbourne,9.7,16.5,1.2,2.4,SSE,35,S,9,52,1027.7,7,13.3,Yes,0,No
08-05-2014,Melbourne,4.3,18.9,0,2,NNE,31,N,13,79,1028,0,7.1,No,0,No
11-05-2014,Melbourne,9.7,20,NA,0.4,N,24,N,13,84,1024.4,NA,12.8,NA,13.2,Yes
12-05-2014,Melbourne,7.8,20.1,13.2,1.6,N,26,N,13,93,1031.4,1,9,Yes,0,No
13-05-2014,Melbourne,8.3,20.4,0,1.4,NNW,37,N,13,78,1028.7,3,12.5,No,0,No
14-05-2014,Melbourne,8.7,20.5,0,1.8,N,59,N,22,64,1026,6,13.9,No,0,No
15-05-2014,Melbourne,13.9,22.5,0,4.2,N,81,N,43,52,1021.9,6,17.1,No,0,No
16-05-2014,Melbourne,16.8,23.2,0,7.4,N,74,N,41,48,1025,6,17.7,No,0,No
17-05-2014,Melbourne,16.8,20.1,0,7.4,N,61,N,31,52,1025,NA,17.3,No,0,No
18-05-2014,Melbourne,17.3,21.5,0,4.8,N,59,N,35,53,1023.5,NA,17.6,No,0,No
19-05-2014,Melbourne,17.4,23.5,0,4.8,N,59,N,28,57,1020.7,5,17.6,No,0,No
20-05-2014,Melbourne,14.2,21.8,0,4.2,WSW,48,N,22,73,1019.7,6,16.3,No,1.6,Yes
21-05-2014,Melbourne,11,23.8,1.6,2.2,N,50,NNW,13,83,1022.6,NA,12.5,Yes,0,No
22-05-2014,Melbourne,12.5,21.1,0,4,N,63,N,44,62,1017.7,7,17.6,No,4.6,Yes
25-05-2014,Melbourne,12.2,20.5,NA,1.8,N,63,N,46,82,1015.7,NA,15.1,NA,0.6,No
26-05-2014,Melbourne,12.3,22.1,0.6,2.2,N,63,N,26,83,1018.8,7,15.8,No,0,No
27-05-2014,Melbourne,15.8,20.1,0,2.8,N,61,N,24,73,1005.7,7,17.5,No,2,Yes
28-05-2014,Melbourne,13,19,2,2,SW,48,N,22,73,1010.7,7,14.4,Yes,0,No
29-05-2014,Melbourne,9.8,15.9,0,1.6,NNW,19,N,11,80,1024.7,7,12,No,0,No
30-05-2014,Melbourne,6.4,17.9,0,1.6,NNE,26,N,11,84,1027.1,1,7.1,No,0,No
01-06-2014,Melbourne,11.4,15.1,NA,0.2,N,30,NA,0,93,1016.7,NA,13.8,NA,7.8,Yes
02-06-2014,Melbourne,11.5,17.4,7.8,1.2,N,22,W,7,84,1019.8,7,12.6,Yes,3.2,Yes
03-06-2014,Melbourne,12.6,16.6,3.2,1,WSW,31,WSW,19,93,1017.6,8,13.6,Yes,3,Yes
04-06-2014,Melbourne,10.8,18.6,3,1.2,N,37,N,28,78,1024.2,7,12.5,Yes,5.2,Yes
05-06-2014,Melbourne,11.9,17.1,5.2,1,SSE,26,SW,9,85,1029.1,7,13,Yes,0.8,No
09-06-2014,Melbourne,8.6,15.6,NA,1.8,S,19,W,11,69,1034.7,NA,9.7,NA,0.4,No
10-06-2014,Melbourne,9.7,19,0.4,0.8,NNE,31,N,19,90,1031.4,7,10.2,No,0,No
11-06-2014,Melbourne,6.9,16.6,0,1.6,N,57,N,17,77,1025,7,9.2,No,0,No
12-06-2014,Melbourne,9.2,16.3,0,2.2,N,63,N,26,71,1018.1,8,12.3,No,5.8,Yes
15-06-2014,Melbourne,9.9,16.4,NA,1.8,SW,41,WSW,20,87,1019,NA,10.6,NA,2.4,Yes
16-06-2014,Melbourne,10.4,17,2.4,1,W,41,N,24,87,1018.9,7,10.7,Yes,2.2,Yes
17-06-2014,Melbourne,10.1,16.3,2.2,0.8,W,31,WSW,20,85,1028.6,7,11.1,Yes,0,No
18-06-2014,Melbourne,11.1,14.3,0,1,W,17,NA,0,62,1031.8,7,12.7,No,0,No
19-06-2014,Melbourne,8,12.3,0,1.4,N,61,N,33,75,1025,7,9.4,No,0,No
20-06-2014,Melbourne,9.3,15.5,0,2.2,N,61,N,41,75,1014.2,3,11.3,No,0,No
21-06-2014,Melbourne,11.3,15.7,0,1.8,N,44,N,22,78,1017.6,NA,13,No,0,No
22-06-2014,Melbourne,7.7,15.8,0,1.4,NNE,74,N,30,87,1022.4,NA,8.5,No,0,No
23-06-2014,Melbourne,8.5,14.7,0,4,N,85,N,54,67,1001.7,4,13.2,No,4.6,Yes
24-06-2014,Melbourne,7.1,14.5,4.6,1,WSW,96,NNW,31,79,994.5,8,8.7,Yes,6.2,Yes
25-06-2014,Melbourne,8.6,16,6.2,3.6,WNW,54,W,19,73,1011.8,7,11.2,Yes,0.6,No
26-06-2014,Melbourne,11.2,16.8,0.6,3.6,W,67,W,24,61,1015.9,4,12,No,0,No
29-06-2014,Melbourne,8.8,11.3,NA,2.4,W,57,W,28,75,1001.8,NA,10,NA,11.2,Yes
30-06-2014,Melbourne,6.5,13.3,11.2,2,W,48,WNW,19,74,1017.8,7,8.3,Yes,0.4,No
01-07-2014,Melbourne,8.3,13.4,0.4,0.6,W,31,W,17,71,1027.2,NA,10.9,No,0,No
02-07-2014,Melbourne,10.8,17.3,0,1.2,W,31,WNW,20,65,1029.8,7,12,No,0,No
03-07-2014,Melbourne,7.7,12.7,0,2.8,N,63,N,37,79,1025.1,1,8.3,No,0,No
06-07-2014,Melbourne,10.3,14.1,NA,1.6,W,39,W,24,76,1014.6,NA,10.8,NA,0.8,No
07-07-2014,Melbourne,9,16,0.8,1.6,N,59,N,17,87,1016.7,2,9.2,No,0,No
08-07-2014,Melbourne,9.2,14.9,0,2.6,N,85,N,50,67,1011,7,11.1,No,0.2,No
09-07-2014,Melbourne,9.3,11.2,0.2,4.4,N,76,N,35,68,997.8,7,9.5,No,4.6,Yes
10-07-2014,Melbourne,7.7,15.6,4.6,0.2,W,54,WNW,26,72,1005.7,7,10.1,Yes,0.2,No
13-07-2014,Melbourne,5.2,15,NA,1.6,SW,31,WNW,15,77,1031.7,NA,7,NA,5.8,Yes
14-07-2014,Melbourne,6.9,13.4,5.8,0.8,N,37,N,9,88,1032.9,7,9.5,Yes,0,No
15-07-2014,Melbourne,8.3,13.1,0,1.6,N,57,N,26,64,1019.5,7,10.3,No,2.2,Yes
16-07-2014,Melbourne,9.7,14.7,2.2,1.4,N,57,N,24,78,1011.3,7,10.7,Yes,0,No
17-07-2014,Melbourne,8.8,12.3,0,2.8,W,70,NNW,24,60,1009.1,3,9.3,No,3,Yes
20-07-2014,Melbourne,7.9,13.7,NA,0.6,WNW,15,W,11,84,1028.7,NA,8.8,NA,0.4,No
21-07-2014,Melbourne,4.9,13.2,0.4,1.2,N,24,N,15,89,1026.7,7,5.6,No,0,No
22-07-2014,Melbourne,5.6,12.5,0,0.4,NNE,17,N,9,93,1026.6,8,7.1,No,0,No
23-07-2014,Melbourne,4.5,13.7,0,0,N,44,NNE,6,95,1024.2,7,4.5,No,0,No
27-07-2014,Melbourne,7,17,NA,1.4,N,57,NNW,19,76,1025,NA,9.7,NA,1.4,Yes
28-07-2014,Melbourne,9.7,16.9,1.4,3,N,63,N,50,60,1016.6,3,11.4,Yes,0,No
29-07-2014,Melbourne,11.4,16.5,0,3.2,N,63,N,33,66,1010.4,7,12,No,0,No
30-07-2014,Melbourne,11.9,19.1,0,2.6,NW,59,N,22,65,1012.6,5,14.7,No,0,No
31-07-2014,Melbourne,13.7,19.9,0,4.8,NW,89,N,44,61,1000.8,1,14.8,No,6.6,Yes
04-08-2014,Melbourne,1.8,15.3,NA,3.2,N,31,N,24,70,1034.2,NA,4.4,NA,14.2,Yes
05-08-2014,Melbourne,4.4,16.8,14.2,2.4,N,35,N,13,61,1033.4,6,10.7,Yes,0,No
06-08-2014,Melbourne,10.6,16.5,0,2.6,N,33,NNW,7,59,1031.8,7,12.6,No,0.8,No
07-08-2014,Melbourne,10.7,14,0.8,2,WSW,28,N,11,80,1030.8,8,11.5,No,3.6,Yes
10-08-2014,Melbourne,9.4,14,NA,2.2,SSW,57,WSW,17,74,1024.3,NA,10.1,NA,8.4,Yes
11-08-2014,Melbourne,5.8,13.6,8.4,3.2,S,39,WSW,9,83,1030.6,7,7.9,Yes,0.6,No
12-08-2014,Melbourne,6.4,13,0.6,1.2,S,31,SW,9,87,1033.9,7,8.1,No,0,No
13-08-2014,Melbourne,8.1,15.7,0,0.6,S,31,SW,7,69,1036.3,6,10.7,No,0.4,No
14-08-2014,Melbourne,10,15.1,0.4,1.6,S,20,S,6,58,1035.9,7,11.7,No,0,No
15-08-2014,Melbourne,4,17.5,0,1.6,NNE,33,NA,0,78,1030.5,0,7,No,0,No
16-08-2014,Melbourne,5.9,13.4,0,2.4,SSE,31,W,6,93,1024.1,NA,7.6,No,0,No
17-08-2014,Melbourne,7.5,16.7,0,1,S,43,S,17,73,1018.2,NA,10.7,No,0,No
18-08-2014,Melbourne,9.9,13.6,0,2,SSE,37,S,17,75,1020.9,7,12,No,1.2,Yes
19-08-2014,Melbourne,10.7,13.9,1.2,0.2,S,31,SSE,20,74,1024.8,7,11.5,Yes,0,No
20-08-2014,Melbourne,10.2,13.6,0,1.8,S,26,S,9,55,1027.1,NA,11,No,0,No
21-08-2014,Melbourne,8.4,18.1,0,1.4,N,37,WNW,6,83,1029.6,7,9.8,No,0,No
24-08-2014,Melbourne,11,16.3,NA,3.6,N,59,N,13,69,1026.9,NA,12.8,NA,1.4,Yes
25-08-2014,Melbourne,10.7,16.7,1.4,1.4,W,39,WSW,13,84,1026.4,7,12,Yes,0,No
26-08-2014,Melbourne,7.8,19.4,0,1.4,N,22,WSW,6,89,1028.6,7,9.9,No,0,No
27-08-2014,Melbourne,7.1,19.9,0,3.2,SW,28,NNW,7,83,1028.3,0,10.3,No,0,No
28-08-2014,Melbourne,8.1,20.2,0,2.8,S,28,NNE,9,91,1029.8,8,8.1,No,0,No
29-08-2014,Melbourne,8,15.3,0,2.2,SSE,19,N,11,84,1030,8,11.4,No,0,No
30-08-2014,Melbourne,11.2,21.4,0,1,N,41,NNE,9,80,1026.3,NA,12.1,No,0,No
31-08-2014,Melbourne,10.8,21.6,0,5.6,N,74,N,39,56,1019.2,NA,15.3,No,0,No
01-09-2014,Melbourne,15,15.4,0,8.2,N,70,N,35,45,1008.8,7,15.2,No,10.4,Yes
02-09-2014,Melbourne,9.1,16.4,10.4,2.2,SSW,54,WSW,24,73,1017.9,6,11.6,Yes,0.4,No
03-09-2014,Melbourne,7.8,15.4,0.4,1.6,SSE,31,SW,13,56,1023.4,7,11.8,No,0,No
04-09-2014,Melbourne,5.7,16.4,0,1.8,S,30,WSW,9,72,1021.1,7,9,No,0,No
05-09-2014,Melbourne,5,16.9,0,1.8,S,26,SSW,13,87,1026.5,8,7.8,No,0,No
06-09-2014,Melbourne,6.3,19.4,0,2.4,S,30,N,9,87,1030.9,NA,10,No,0,No
07-09-2014,Melbourne,6.6,21.2,0,3.4,N,48,N,22,65,1029.8,NA,11.5,No,0,No
08-09-2014,Melbourne,10.8,21.2,0,5.2,N,93,N,41,53,1021.7,4,16,No,0,No
09-09-2014,Melbourne,15.6,20.4,0,10,N,83,N,57,67,1005,5,16.2,No,2,Yes
10-09-2014,Melbourne,11.4,19.7,2,4,WNW,50,W,26,53,1010.9,2,14.3,Yes,3,Yes
14-09-2014,Melbourne,7.3,20.9,NA,3,SSE,31,N,13,64,1021.9,NA,11.8,NA,0.2,No
15-09-2014,Melbourne,9.3,18.7,0.2,2.4,ESE,26,NNE,9,87,1016.3,7,11.2,No,0,No
16-09-2014,Melbourne,11.2,15,0,1.6,SSW,39,WSW,22,78,1009.7,7,13.8,No,3.2,Yes
17-09-2014,Melbourne,8.9,16.7,3.2,1,SW,67,W,31,65,1013.7,6,12.8,Yes,0.4,No
18-09-2014,Melbourne,7.7,14,0.4,2.8,SSE,41,SW,22,64,1022.7,7,10.9,No,1.4,Yes
19-09-2014,Melbourne,8.6,15.7,1.4,2,SSE,39,SW,24,64,1025.2,5,12.1,Yes,0,No
20-09-2014,Melbourne,10,17.5,0,2.6,SSE,37,SSW,17,70,1028,NA,13,No,0,No
21-09-2014,Melbourne,11.7,17.5,0,2.8,SSE,30,SSE,9,49,1031.5,NA,13.9,No,0,No
22-09-2014,Melbourne,5.6,23.7,0,3.4,NNE,43,N,13,66,1029.9,0,11.7,No,0,No
23-09-2014,Melbourne,10.2,25.8,0,6,N,39,NNE,28,45,1027.1,2,17.1,No,0,No
24-09-2014,Melbourne,15.2,23.7,0,8.4,N,74,N,37,39,1016.5,6,20.5,No,13.2,Yes
25-09-2014,Melbourne,13.6,17.1,13.2,9,SSW,41,SSW,22,91,1016.9,8,14.4,Yes,0,No
26-09-2014,Melbourne,10.7,19.5,0,1.6,S,28,SW,17,74,1020,NA,13,No,0,No
27-09-2014,Melbourne,8.8,23.4,0,2.6,N,67,N,22,63,1020.2,NA,15.5,No,0,No
28-09-2014,Melbourne,15.5,28,0,9.2,N,102,N,57,43,1013,NA,19.8,No,0,No
29-09-2014,Melbourne,14.4,23.6,0,9.4,N,56,WNW,17,45,1013.9,1,17.1,No,0,No
30-09-2014,Melbourne,14.2,24.2,0,6.2,WSW,87,N,37,47,1008.9,NA,18.1,No,2.2,Yes
01-10-2014,Melbourne,7.1,16.6,2.2,8.6,SW,48,WSW,26,52,1022.9,1,12.7,Yes,0.2,No
02-10-2014,Melbourne,9.4,17.9,0.2,3.4,SSW,44,WSW,19,68,1024.6,NA,13.2,No,0.4,No
03-10-2014,Melbourne,10.8,19.4,0.4,3.2,SW,28,SSW,9,80,1023.1,7,13,No,0,No
04-10-2014,Melbourne,9,26.5,0,3.8,N,72,N,33,42,1015.6,NA,19.3,No,0,No
05-10-2014,Melbourne,13.9,19.5,0,8.2,S,39,SW,19,62,1017.2,NA,14.6,No,0,No
06-10-2014,Melbourne,9.3,25.3,0,4.2,NW,74,N,24,70,1008.9,NA,12.5,No,1.2,Yes
07-10-2014,Melbourne,12.2,18.4,1.2,4,W,74,W,24,66,1011.9,7,13.3,Yes,0.8,No
08-10-2014,Melbourne,8.8,18.8,0.8,4.4,W,46,WNW,17,63,1020.7,2,13.7,No,0,No
09-10-2014,Melbourne,9.8,23.3,0,3.2,NNW,46,N,11,68,1022.8,3,13.6,No,0,No
10-10-2014,Melbourne,13.6,24.9,0,5.8,N,61,N,44,44,1014.8,7,18.5,No,0,No
11-10-2014,Melbourne,13.9,21.6,0,6.2,N,41,WSW,11,70,1016.3,NA,15.1,No,0,No
12-10-2014,Melbourne,10.3,30,0,4.8,N,52,W,2,70,1010.7,NA,14.4,No,5.4,Yes
13-10-2014,Melbourne,10.2,16.7,5.4,8,SSW,69,WSW,31,61,1012,7,12.1,Yes,7.4,Yes
14-10-2014,Melbourne,8.6,17.3,7.4,5,SSE,61,SSE,30,58,1021.7,7,12.3,Yes,0,No
15-10-2014,Melbourne,8.4,17.5,0,4.6,S,35,SW,6,52,1022.7,7,11.7,No,0,No
16-10-2014,Melbourne,10.8,17.2,0,3.6,WSW,43,W,20,63,1019.2,7,13.2,No,4.6,Yes
17-10-2014,Melbourne,10.6,18.4,4.6,2.4,SSE,31,ESE,19,51,1027.2,6,13.2,Yes,0,No
18-10-2014,Melbourne,8.7,24.4,0,5,N,61,N,30,54,1026.5,NA,14.7,No,0,No
19-10-2014,Melbourne,14.7,29.1,0,11.4,N,81,N,50,28,1021.6,NA,21.6,No,0,No
20-10-2014,Melbourne,10.8,21.2,0,6.4,SSE,44,SE,28,47,1030.3,1,13.2,No,0,No
21-10-2014,Melbourne,8.3,29.1,0,10.2,NNE,54,ENE,13,63,1027.5,1,14.2,No,0,No
22-10-2014,Melbourne,14,31.8,0,10.4,N,74,N,56,49,1019.6,1,21.2,No,0,No
23-10-2014,Melbourne,15.2,22.7,0,10,SW,35,S,13,88,1020.4,8,15.3,No,0,No
24-10-2014,Melbourne,15.2,30.6,0,2,N,46,NNE,9,75,1011.9,5,18.3,No,0,No
25-10-2014,Melbourne,14.6,20.3,0,7.4,SSW,33,S,11,69,1017.4,NA,15.5,No,0,No
26-10-2014,Melbourne,13.9,24.6,0,4.8,N,52,SSW,11,70,1014.2,NA,14.5,No,25.6,Yes
27-10-2014,Melbourne,13.8,20,25.6,9.4,WSW,70,WSW,20,93,1005.1,7,13.9,Yes,3.6,Yes
28-10-2014,Melbourne,11.5,20.5,3.6,6.6,W,56,NW,22,57,1011.4,7,14.6,Yes,0.6,No
29-10-2014,Melbourne,10.9,23.2,0.6,4.4,S,37,WNW,9,62,1018.9,7,13.7,No,0,No
30-10-2014,Melbourne,13.7,22.3,0,4,SSE,35,WSW,13,59,1015.7,7,16.1,No,0.2,No
